Date and Time:                Mon Jan 30 18:09:11.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              190
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



167.92824	1423
167.94989	1387
167.97154	1382
167.99321	1384
168.01486	1368
168.03653	1384
168.05818	1385
168.07983	1389
168.1015	1362
168.12315	1382
168.14481	1401
168.16647	1377
168.18813	1375
168.20978	1378
168.23145	1383
168.2531	1373
168.27475	1372
168.2964	1386
168.31807	1368
168.33972	1384
168.36137	1386
168.38303	1374
168.40469	1393
168.42635	1370
168.448	1374
168.46965	1374
168.4913	1396
168.51297	1391
168.53462	1391
168.55627	1377
168.57793	1376
168.59958	1383
168.62123	1370
168.64288	1381
168.66454	1364
168.68619	1389
168.70786	1391
168.72951	1373
168.75116	1388
168.77281	1388
168.79446	1371
168.81612	1385
168.83777	1387
168.85942	1363
168.88107	1375
168.90273	1380
168.92438	1374
168.94603	1371
168.96768	1364
168.98933	1361
169.01099	1356
169.03264	1369
169.05428	1371
169.07593	1383
169.09758	1385
169.11923	1384
169.14088	1373
169.16254	1389
169.18419	1373
169.20584	1394
169.22749	1367
169.24913	1375
169.27078	1387
169.29243	1370
169.31409	1387
169.33574	1379
169.35738	1382
169.37903	1387
169.40068	1385
169.42233	1387
169.44397	1395
169.46562	1379
169.48727	1382
169.50893	1374
169.53056	1390
169.55222	1381
169.57387	1385
169.5955	1386
169.61716	1361
169.63881	1383
169.66045	1375
169.6821	1364
169.70375	1388
169.72539	1392
169.74704	1371
169.76868	1395
169.79033	1399
169.81198	1393
169.83362	1384
169.85527	1396
169.87691	1387
169.89856	1374
169.9202	1355
169.94185	1390
169.96349	1380
169.98514	1370
170.00677	1388
170.02843	1375
170.05006	1374
170.07172	1379
170.09335	1376
170.11501	1365
170.13664	1393
170.15829	1398
170.17993	1376
170.20157	1366
170.22322	1379
170.24486	1392
170.26649	1396
170.28815	1391
170.30978	1391
170.33144	1399
170.35307	1388
170.37471	1392
170.39636	1391
170.418	1371
170.43964	1379
