Date and Time:                Mon Jan 30 18:05:23.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              190
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



167.92824	1431
167.94989	1378
167.97154	1389
167.99321	1382
168.01486	1386
168.03653	1383
168.05818	1399
168.07983	1382
168.1015	1395
168.12315	1385
168.14481	1388
168.16647	1398
168.18813	1383
168.20978	1396
168.23145	1398
168.2531	1395
168.27475	1374
168.2964	1394
168.31807	1397
168.33972	1381
168.36137	1391
168.38303	1388
168.40469	1386
168.42635	1387
168.448	1395
168.46965	1367
168.4913	1384
168.51297	1391
168.53462	1389
168.55627	1380
168.57793	1383
168.59958	1389
168.62123	1379
168.64288	1395
168.66454	1385
168.68619	1387
168.70786	1386
168.72951	1400
168.75116	1391
168.77281	1380
168.79446	1383
168.81612	1380
168.83777	1373
168.85942	1375
168.88107	1392
168.90273	1387
168.92438	1381
168.94603	1386
168.96768	1376
168.98933	1375
169.01099	1383
169.03264	1382
169.05428	1374
169.07593	1380
169.09758	1385
169.11923	1386
169.14088	1380
169.16254	1377
169.18419	1389
169.20584	1393
169.22749	1380
169.24913	1400
169.27078	1396
169.29243	1386
169.31409	1392
169.33574	1405
169.35738	1387
169.37903	1390
169.40068	1373
169.42233	1396
169.44397	1383
169.46562	1386
169.48727	1393
169.50893	1383
169.53056	1397
169.55222	1387
169.57387	1399
169.5955	1396
169.61716	1377
169.63881	1393
169.66045	1394
169.6821	1385
169.70375	1395
169.72539	1380
169.74704	1402
169.76868	1384
169.79033	1397
169.81198	1395
169.83362	1389
169.85527	1387
169.87691	1384
169.89856	1391
169.9202	1384
169.94185	1385
169.96349	1388
169.98514	1378
170.00677	1384
170.02843	1378
170.05006	1399
170.07172	1396
170.09335	1382
170.11501	1389
170.13664	1374
170.15829	1374
170.17993	1376
170.20157	1383
170.22322	1395
170.24486	1393
170.26649	1393
170.28815	1397
170.30978	1391
170.33144	1379
170.35307	1396
170.37471	1395
170.39636	1382
170.418	1397
170.43964	1382
