Date and Time:                Mon Jan 30 18:07:55.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         50
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              190
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



167.92824	536
167.94989	518
167.97154	511
167.99321	524
168.01486	517
168.03653	517
168.05818	507
168.07983	524
168.1015	510
168.12315	515
168.14481	516
168.16647	524
168.18813	522
168.20978	520
168.23145	517
168.2531	511
168.27475	514
168.2964	512
168.31807	532
168.33972	520
168.36137	515
168.38303	512
168.40469	521
168.42635	515
168.448	516
168.46965	510
168.4913	511
168.51297	517
168.53462	503
168.55627	510
168.57793	494
168.59958	511
168.62123	512
168.64288	514
168.66454	511
168.68619	517
168.70786	513
168.72951	508
168.75116	508
168.77281	512
168.79446	505
168.81612	521
168.83777	501
168.85942	509
168.88107	514
168.90273	513
168.92438	509
168.94603	499
168.96768	515
168.98933	502
169.01099	504
169.03264	511
169.05428	510
169.07593	519
169.09758	512
169.11923	517
169.14088	514
169.16254	531
169.18419	509
169.20584	506
169.22749	512
169.24913	500
169.27078	520
169.29243	498
169.31409	509
169.33574	496
169.35738	501
169.37903	505
169.40068	528
169.42233	510
169.44397	511
169.46562	513
169.48727	530
169.50893	500
169.53056	511
169.55222	507
169.57387	510
169.5955	487
169.61716	501
169.63881	512
169.66045	501
169.6821	504
169.70375	508
169.72539	501
169.74704	499
169.76868	505
169.79033	507
169.81198	496
169.83362	502
169.85527	502
169.87691	509
169.89856	502
169.9202	500
169.94185	491
169.96349	495
169.98514	494
170.00677	510
170.02843	495
170.05006	502
170.07172	499
170.09335	498
170.11501	496
170.13664	490
170.15829	493
170.17993	502
170.20157	497
170.22322	494
170.24486	497
170.26649	502
170.28815	513
170.30978	498
170.33144	494
170.35307	494
170.37471	488
170.39636	497
170.418	492
170.43964	494
170.46127	504
170.48293	504
170.50456	498
170.5262	494
170.54784	495
170.56949	496
170.59113	494
170.61276	491
170.6344	503
170.65604	490
170.67769	492
170.69933	498
170.72096	512
170.7426	495
170.76424	488
170.78587	494
170.80753	487
