Date and Time:                Mon Jan 30 18:06:59.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         50
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              190
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



167.92824	539
167.94989	518
167.97154	513
167.99321	521
168.01486	517
168.03653	518
168.05818	515
168.07983	514
168.1015	513
168.12315	515
168.14481	511
168.16647	523
168.18813	514
168.20978	511
168.23145	511
168.2531	513
168.27475	513
168.2964	503
168.31807	536
168.33972	508
168.36137	503
168.38303	506
168.40469	520
168.42635	512
168.448	520
168.46965	530
168.4913	506
168.51297	509
168.53462	504
168.55627	507
168.57793	498
168.59958	512
168.62123	501
168.64288	501
168.66454	506
168.68619	512
168.70786	513
168.72951	513
168.75116	521
168.77281	523
168.79446	512
168.81612	508
168.83777	510
168.85942	509
168.88107	512
168.90273	509
168.92438	509
168.94603	498
168.96768	509
168.98933	507
169.01099	506
169.03264	513
169.05428	511
169.07593	510
169.09758	516
169.11923	513
169.14088	504
169.16254	533
169.18419	505
169.20584	504
169.22749	517
169.24913	507
169.27078	517
169.29243	515
169.31409	500
169.33574	500
169.35738	500
169.37903	518
169.40068	517
169.42233	517
169.44397	501
169.46562	507
169.48727	523
169.50893	506
169.53056	512
169.55222	512
169.57387	510
169.5955	503
169.61716	500
169.63881	518
169.66045	506
169.6821	508
169.70375	497
169.72539	502
169.74704	490
169.76868	505
169.79033	497
169.81198	510
169.83362	504
169.85527	507
169.87691	507
169.89856	505
169.9202	501
169.94185	503
169.96349	494
169.98514	488
170.00677	515
170.02843	501
170.05006	496
170.07172	495
170.09335	500
170.11501	498
170.13664	500
170.15829	502
170.17993	490
170.20157	494
170.22322	499
170.24486	505
170.26649	509
170.28815	515
170.30978	505
170.33144	497
170.35307	503
170.37471	488
170.39636	496
170.418	508
170.43964	495
170.46127	507
170.48293	496
170.50456	499
170.5262	485
170.54784	497
170.56949	504
170.59113	493
170.61276	494
170.6344	510
170.65604	499
170.67769	490
170.69933	488
170.72096	508
170.7426	490
170.76424	489
170.78587	480
170.80753	488
