Date and Time:                Mon Jan 30 18:10:28.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              190
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



167.92824	324
167.94989	322
167.97154	321
167.99321	321
168.01486	317
168.03653	318
168.05818	318
168.07983	323
168.1015	313
168.12315	319
168.14481	323
168.16647	318
168.18813	318
168.20978	319
168.23145	318
168.2531	321
168.27475	324
168.2964	313
168.31807	321
168.33972	319
168.36137	322
168.38303	320
168.40469	316
168.42635	322
168.448	319
168.46965	315
168.4913	318
168.51297	319
168.53462	314
168.55627	315
168.57793	321
168.59958	327
168.62123	312
168.64288	317
168.66454	321
168.68619	312
168.70786	314
168.72951	315
168.75116	320
168.77281	319
168.79446	315
168.81612	315
168.83777	316
168.85942	316
168.88107	317
168.90273	322
168.92438	320
168.94603	318
168.96768	316
168.98933	312
169.01099	313
169.03264	318
169.05428	320
169.07593	319
169.09758	315
169.11923	321
169.14088	311
169.16254	329
169.18419	315
169.20584	319
169.22749	314
169.24913	319
169.27078	317
169.29243	315
169.31409	316
169.33574	316
169.35738	324
169.37903	319
169.40068	319
169.42233	315
169.44397	319
169.46562	316
169.48727	315
169.50893	320
169.53056	315
169.55222	319
169.57387	314
169.5955	323
169.61716	314
169.63881	318
169.66045	321
169.6821	315
169.70375	319
169.72539	316
169.74704	311
169.76868	314
169.79033	314
169.81198	322
169.83362	315
169.85527	310
169.87691	313
169.89856	311
169.9202	320
169.94185	317
169.96349	315
169.98514	308
170.00677	317
170.02843	315
170.05006	320
170.07172	310
170.09335	313
170.11501	309
170.13664	315
170.15829	321
170.17993	309
170.20157	313
170.22322	316
170.24486	313
170.26649	313
170.28815	314
170.30978	313
170.33144	315
170.35307	312
170.37471	314
170.39636	311
170.418	317
170.43964	313
170.46127	318
170.48293	315
170.50456	314
170.5262	312
170.54784	313
170.56949	314
170.59113	310
170.61276	310
170.6344	318
170.65604	318
170.67769	312
170.69933	312
170.72096	317
170.7426	311
170.76424	314
170.78587	316
170.80753	318
