Date and Time:                Sun Jan 29 17:31:23.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.6
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              270
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



248.30344	301
248.32475	304
248.34605	305
248.36736	304
248.38867	300
248.40997	299
248.43127	296
248.45259	307
248.47389	306
248.49519	299
248.51649	300
248.53781	300
248.55911	299
248.58041	297
248.60172	302
248.62302	299
248.64433	296
248.66563	305
248.68694	305
248.70824	296
248.72954	299
248.75084	308
248.77214	303
248.79346	304
248.81476	292
248.83606	299
248.85736	300
248.87866	306
248.89996	302
248.92126	302
248.94257	296
248.96387	302
248.98517	304
249.00647	303
249.02777	306
249.04907	306
249.07037	302
249.09167	304
249.11298	301
249.13428	299
249.15558	300
249.17686	298
249.19817	301
249.21947	304
249.24077	304
249.26207	304
249.28337	303
249.30467	304
249.32596	299
249.34726	295
249.36856	300
249.38986	305
249.41116	306
249.43245	295
249.45375	298
249.47505	301
249.49634	299
249.51764	302
249.53894	308
249.56024	305
249.58153	301
249.60283	307
249.62413	300
249.64542	304
249.66672	302
249.688	299
249.7093	305
249.73061	306
249.75189	303
249.77319	299
249.79448	300
249.81578	301
249.83707	295
249.85837	292
249.87965	297
249.90096	300
249.92224	302
249.94354	293
249.96483	297
249.98613	303
250.00742	298
250.02872	303
250.05	305
250.07129	297
250.09259	299
250.11388	300
250.13518	304
250.15646	297
250.17775	304
250.19905	300
250.22034	301
250.24162	308
250.26292	304
250.28421	299
250.3055	302
250.32678	300
250.34808	300
250.36937	291
250.39066	297
250.41194	300
250.43323	303
250.45453	304
250.47581	299
250.4971	301
250.51839	306
250.53967	302
250.56096	300
250.58226	303
250.60355	301
250.62483	295
250.64612	302
250.6674	300
250.68869	300
250.70998	298
250.73126	302
250.75255	300
250.77383	303
250.79512	300
250.81641	300
250.83769	299
250.85898	295
250.88026	295
250.90155	304
250.92284	295
250.94412	301
250.96541	297
250.98669	304
251.00797	304
251.02925	294
251.05054	301
251.07182	302
251.09311	302
251.1144	305
