Date and Time:                Sun Jan 29 17:31:29.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.6
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              270
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



248.30344	301
248.32475	303
248.34605	297
248.36736	303
248.38867	304
248.40997	298
248.43127	300
248.45259	297
248.47389	301
248.49519	302
248.51649	302
248.53781	309
248.55911	302
248.58041	302
248.60172	301
248.62302	304
248.64433	296
248.66563	303
248.68694	303
248.70824	305
248.72954	295
248.75084	301
248.77214	301
248.79346	305
248.81476	301
248.83606	304
248.85736	292
248.87866	304
248.89996	301
248.92126	302
248.94257	303
248.96387	302
248.98517	297
249.00647	303
249.02777	298
249.04907	304
249.07037	301
249.09167	298
249.11298	302
249.13428	300
249.15558	301
249.17686	303
249.19817	309
249.21947	303
249.24077	305
249.26207	302
249.28337	303
249.30467	302
249.32596	300
249.34726	298
249.36856	303
249.38986	297
249.41116	301
249.43245	303
249.45375	299
249.47505	304
249.49634	302
249.51764	303
249.53894	300
249.56024	297
249.58153	302
249.60283	306
249.62413	299
249.64542	299
249.66672	301
249.688	303
249.7093	303
249.73061	298
249.75189	305
249.77319	303
249.79448	299
249.81578	304
249.83707	298
249.85837	306
249.87965	302
249.90096	303
249.92224	299
249.94354	306
249.96483	298
249.98613	298
250.00742	301
250.02872	298
250.05	302
250.07129	303
250.09259	301
250.11388	305
250.13518	302
250.15646	295
250.17775	301
250.19905	303
250.22034	300
250.24162	303
250.26292	298
250.28421	304
250.3055	304
250.32678	302
250.34808	303
250.36937	301
250.39066	303
250.41194	302
250.43323	309
250.45453	305
250.47581	293
250.4971	305
250.51839	299
250.53967	303
250.56096	296
250.58226	306
250.60355	303
250.62483	298
250.64612	301
250.6674	300
250.68869	296
250.70998	299
250.73126	300
250.75255	299
250.77383	300
250.79512	305
250.81641	299
250.83769	302
250.85898	303
250.88026	301
250.90155	302
250.92284	304
250.94412	301
250.96541	306
250.98669	299
251.00797	296
251.02925	303
251.05054	300
251.07182	300
251.09311	301
251.1144	302
