Date and Time:                Fri Sep 9 16:27:03.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              312
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.52313	3372
290.54425	3229
290.56534	3198
290.58646	3230
290.60754	3273
290.62863	3267
290.64975	3290
290.67084	3286
290.69193	3267
290.71304	3283
290.73413	3267
290.75522	3209
290.77634	3232
290.79742	3224
290.81851	3260
290.83963	3262
290.86072	3294
290.88181	3255
290.90292	3278
290.92401	3296
290.9451	3287
290.96619	3293
290.9873	3278
291.00839	3285
291.02948	3276
291.05057	3275
291.07169	3248
291.09277	3253
291.11386	3256
291.13495	3270
291.15607	3300
291.17715	3297
291.19824	3287
291.21933	3285
291.24042	3235
291.26154	3252
291.28262	3288
291.30371	3315
291.3248	3349
291.34589	3332
291.36697	3314
291.38806	3321
291.40918	3294
291.43027	3297
291.45135	3316
291.47244	3337
291.49353	3338
291.51462	3343
291.53571	3315
291.55679	3324
291.57791	3307
291.599	3335
291.62009	3328
291.64117	3336
291.66226	3330
291.68335	3303
291.70444	3314
291.72552	3316
291.74661	3342
291.7677	3313
291.78879	3362
291.80988	3325
291.83096	3342
291.85205	3344
291.87314	3320
291.89423	3329
291.91531	3305
291.9364	3314
291.95749	3281
291.97858	3270
291.99966	3269
292.02075	3282
292.04184	3259
292.06293	3250
292.08401	3292
292.1051	3262
292.12619	3261
292.14725	3266
292.16833	3245
292.18942	3269
292.21051	3238
292.2316	3315
292.25269	3299
292.27377	3306
292.29486	3301
292.31595	3318
292.33701	3332
292.35809	3317
292.37918	3296
292.40027	3294
292.42136	3299
292.44244	3318
292.4635	3297
292.48459	3311
292.50568	3302
292.52676	3297
292.54785	3307
292.56891	3342
292.59	3330
292.61108	3355
292.63217	3347
292.65326	3356
292.67432	3351
292.6954	3368
292.71649	3380
292.73758	3404
292.75864	3422
292.77972	3450
292.80081	3475
292.82187	3492
292.84296	3507
292.86404	3514
292.8851	3547
292.90619	3568
292.92728	3554
292.94836	3558
292.96942	3577
