Date and Time:                Fri Sep 9 16:28:59.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              312
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.52313	3483
290.54425	3300
290.56534	3324
290.58646	3301
290.60754	3337
290.62863	3380
290.64975	3365
290.67084	3354
290.69193	3353
290.71304	3355
290.73413	3305
290.75522	3297
290.77634	3269
290.79742	3302
290.81851	3317
290.83963	3335
290.86072	3357
290.88181	3320
290.90292	3344
290.92401	3347
290.9451	3320
290.96619	3329
290.9873	3337
291.00839	3347
291.02948	3293
291.05057	3330
291.07169	3295
291.09277	3270
291.11386	3288
291.13495	3266
291.15607	3328
291.17715	3315
291.19824	3338
291.21933	3309
291.24042	3299
291.26154	3276
291.28262	3312
291.30371	3312
291.3248	3336
291.34589	3362
291.36697	3340
291.38806	3323
291.40918	3323
291.43027	3302
291.45135	3308
291.47244	3348
291.49353	3319
291.51462	3307
291.53571	3339
291.55679	3308
291.57791	3306
291.599	3312
291.62009	3328
291.64117	3337
291.66226	3289
291.68335	3301
291.70444	3301
291.72552	3299
291.74661	3295
291.7677	3318
291.78879	3351
291.80988	3345
291.83096	3349
291.85205	3323
291.87314	3310
291.89423	3316
291.91531	3309
291.9364	3282
291.95749	3255
291.97858	3262
291.99966	3255
292.02075	3254
292.04184	3230
292.06293	3238
292.08401	3254
292.1051	3265
292.12619	3253
292.14725	3266
292.16833	3245
292.18942	3245
292.21051	3241
292.2316	3255
292.25269	3304
292.27377	3319
292.29486	3323
292.31595	3318
292.33701	3326
292.35809	3302
292.37918	3295
292.40027	3306
292.42136	3303
292.44244	3323
292.4635	3335
292.48459	3332
292.50568	3304
292.52676	3305
292.54785	3335
292.56891	3360
292.59	3372
292.61108	3406
292.63217	3399
292.65326	3355
292.67432	3404
292.6954	3383
292.71649	3459
292.73758	3471
292.75864	3504
292.77972	3538
292.80081	3532
292.82187	3544
292.84296	3545
292.86404	3581
292.8851	3609
292.90619	3614
292.92728	3645
292.94836	3636
292.96942	3649
