Date and Time:                Fri Sep 9 16:28:25.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              312
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.52313	3372
290.54425	3216
290.56534	3221
290.58646	3240
290.60754	3258
290.62863	3299
290.64975	3279
290.67084	3303
290.69193	3272
290.71304	3280
290.73413	3276
290.75522	3225
290.77634	3211
290.79742	3248
290.81851	3257
290.83963	3281
290.86072	3272
290.88181	3268
290.90292	3281
290.92401	3287
290.9451	3274
290.96619	3288
290.9873	3305
291.00839	3289
291.02948	3284
291.05057	3266
291.07169	3291
291.09277	3275
291.11386	3285
291.13495	3285
291.15607	3316
291.17715	3294
291.19824	3309
291.21933	3320
291.24042	3284
291.26154	3293
291.28262	3301
291.30371	3316
291.3248	3347
291.34589	3338
291.36697	3338
291.38806	3355
291.40918	3329
291.43027	3334
291.45135	3312
291.47244	3361
291.49353	3338
291.51462	3366
291.53571	3372
291.55679	3340
291.57791	3357
291.599	3326
291.62009	3343
291.64117	3353
291.66226	3359
291.68335	3353
291.70444	3332
291.72552	3325
291.74661	3349
291.7677	3398
291.78879	3402
291.80988	3375
291.83096	3371
291.85205	3377
291.87314	3343
291.89423	3342
291.91531	3365
291.9364	3361
291.95749	3330
291.97858	3307
291.99966	3312
292.02075	3312
292.04184	3295
292.06293	3294
292.08401	3312
292.1051	3310
292.12619	3295
292.14725	3283
292.16833	3309
292.18942	3296
292.21051	3335
292.2316	3287
292.25269	3363
292.27377	3341
292.29486	3367
292.31595	3370
292.33701	3360
292.35809	3348
292.37918	3336
292.40027	3350
292.42136	3377
292.44244	3378
292.4635	3389
292.48459	3377
292.50568	3359
292.52676	3338
292.54785	3374
292.56891	3394
292.59	3366
292.61108	3418
292.63217	3417
292.65326	3385
292.67432	3401
292.6954	3396
292.71649	3425
292.73758	3462
292.75864	3518
292.77972	3518
292.80081	3509
292.82187	3526
292.84296	3561
292.86404	3581
292.8851	3585
292.90619	3603
292.92728	3610
292.94836	3627
292.96942	3627
