Date and Time:                Sun Jan 29 15:30:56.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         60
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              427
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



406.20703	455
406.22748	443
406.24792	428
406.26837	441
406.28882	443
406.30927	432
406.32974	432
406.35019	439
406.37064	428
406.39108	431
406.41153	433
406.43198	442
406.45242	440
406.47287	434
406.49332	435
406.51379	426
406.53424	442
406.55469	425
406.57513	448
406.59558	430
406.61603	436
406.63647	433
406.65692	441
406.67737	436
406.69781	433
406.71826	438
406.73871	424
406.75916	430
406.7796	423
406.80005	427
406.8205	415
406.84094	426
406.86139	429
406.88184	422
406.90228	431
406.9227	432
406.94315	426
406.96359	431
406.98404	440
407.00449	446
407.02493	421
407.04538	432
407.06583	426
407.08627	425
407.10669	438
407.12714	429
407.14758	430
407.16803	421
407.18848	428
407.20892	423
407.22934	425
407.24979	427
407.27023	422
407.29068	430
407.31113	422
407.33154	432
407.35199	424
407.37244	444
407.39288	425
407.4133	418
407.43375	432
407.45419	423
407.47461	437
407.49506	418
407.5155	417
407.53595	415
407.55637	425
407.57681	423
407.59726	440
407.61768	428
407.63812	427
407.65857	426
407.67899	440
407.69943	427
407.71985	425
407.7403	428
407.76074	428
407.78116	416
407.80161	412
407.82202	417
407.84247	410
407.86292	423
407.88333	411
407.90378	422
407.92419	414
407.94464	416
407.96506	418
407.9855	425
408.00592	424
408.02637	414
408.04678	419
408.06723	415
408.08765	417
408.10809	417
408.12851	410
408.14896	407
408.16937	420
408.18982	417
408.21024	409
408.23065	409
408.2511	405
408.27151	413
408.29196	417
408.31238	409
408.33282	409
408.35324	412
408.37366	404
408.3941	415
408.41452	432
408.43494	437
408.45538	401
408.4758	407
408.49622	408
408.51666	402
408.53708	419
408.5575	405
408.57794	410
408.59836	411
408.61877	410
408.63919	414
408.65964	398
408.68005	400
408.70047	404
408.72089	411
408.74133	402
408.76175	424
408.78217	412
408.80258	396
408.82303	403
408.84344	417
408.86386	403
408.88428	403
408.90469	397
