Date and Time:                Sun Jan 29 15:25:46.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         60
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              427
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



406.20703	51066
406.22748	51346
406.24792	51575
406.26837	51780
406.28882	51933
406.30927	52089
406.32974	52205
406.35019	52331
406.37064	52416
406.39108	52514
406.41153	52576
406.43198	52680
406.45242	52736
406.47287	52805
406.49332	52869
406.51379	52909
406.53424	52964
406.55469	53016
406.57513	53045
406.59558	53081
406.61603	53113
406.63647	53173
406.65692	53176
406.67737	53197
406.69781	53218
406.71826	53229
406.73871	53258
406.75916	53264
406.7796	53285
406.80005	53295
406.8205	53297
406.84094	53305
406.86139	53303
406.88184	53315
406.90228	53296
406.9227	53311
406.94315	53300
406.96359	53298
406.98404	53283
407.00449	53263
407.02493	53245
407.04538	53229
407.06583	53213
407.08627	53167
407.10669	53150
407.12714	53110
407.14758	53067
407.16803	53022
407.18848	52972
407.20892	52890
407.22934	52790
407.24979	52707
407.27023	52562
407.29068	52382
407.31113	52208
407.33154	51914
407.35199	51496
407.37244	50673
407.39288	43815
407.4133	40034
407.43375	39739
407.45419	39020
407.47461	38234
407.49506	37965
407.5155	37775
407.53595	37347
407.55637	37324
407.57681	36944
407.59726	36219
407.61768	36373
407.63812	35935
407.65857	35011
407.67899	34273
407.69943	33189
407.71985	33147
407.7403	33162
407.76074	32878
407.78116	32100
407.80161	30882
407.82202	30233
407.84247	30297
407.86292	29855
407.88333	29701
407.90378	29878
407.92419	29763
407.94464	29696
407.96506	29465
407.9855	28688
408.00592	28491
408.02637	28514
408.04678	28300
408.06723	28576
408.08765	28432
408.10809	28047
408.12851	28244
408.14896	27887
408.16937	27192
408.18982	26971
408.21024	26882
408.23065	27072
408.2511	26918
408.27151	26594
408.29196	26566
408.31238	26538
408.33282	26588
408.35324	26785
408.37366	27117
408.3941	26889
408.41452	26405
408.43494	25909
408.45538	25768
408.4758	25666
408.49622	25607
408.51666	25675
408.53708	25507
408.5575	25316
408.57794	25544
