Date and Time:                Sun Jan 29 15:24:10.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              427
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



406.20703	36156
406.22748	34921
406.24792	34986
406.26837	34921
406.28882	34928
406.30927	35239
406.32974	35134
406.35019	35157
406.37064	34988
406.39108	35002
406.41153	34814
406.43198	34768
406.45242	34797
406.47287	34817
406.49332	34848
406.51379	34923
406.53424	34728
406.55469	34997
406.57513	34830
406.59558	34798
406.61603	34980
406.63647	34907
406.65692	34787
406.67737	35095
406.69781	34820
406.71826	34795
406.73871	34894
406.75916	34581
406.7796	34852
406.80005	34754
406.8205	34884
406.84094	35020
406.86139	35038
406.88184	35065
406.90228	34816
406.9227	34857
406.94315	35051
406.96359	35091
406.98404	34990
407.00449	35320
407.02493	35049
407.04538	35040
407.06583	35113
407.08627	35031
407.10669	35074
407.12714	35240
407.14758	35029
407.16803	35176
407.18848	35092
407.20892	35053
407.22934	35141
407.24979	35093
407.27023	34961
407.29068	35291
407.31113	35200
407.33154	35073
407.35199	35111
407.37244	34792
407.39288	35108
407.4133	35353
407.43375	35239
407.45419	35334
407.47461	35169
407.49506	35240
407.5155	35295
407.53595	35187
407.55637	35269
407.57681	35293
407.59726	34865
407.61768	35046
407.63812	35060
407.65857	34814
407.67899	35061
407.69943	34781
407.71985	34829
407.7403	34926
407.76074	34785
407.78116	34880
407.80161	34845
407.82202	34645
407.84247	35009
407.86292	34690
407.88333	34969
407.90378	35147
407.92419	35137
407.94464	35091
407.96506	35219
407.9855	34999
408.00592	34805
408.02637	34917
408.04678	34914
408.06723	34916
408.08765	34982
408.10809	34718
408.12851	34906
408.14896	34796
408.16937	34635
408.18982	34931
408.21024	34741
408.23065	34909
408.2511	35036
408.27151	34775
408.29196	34857
408.31238	34900
408.33282	34986
408.35324	35234
408.37366	35149
408.3941	35190
408.41452	35360
408.43494	35111
408.45538	35238
408.4758	35305
408.49622	35074
408.51666	35419
408.53708	35277
408.5575	35126
