Date and Time:                Sun Jan 29 15:32:02.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         60
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              427
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



406.20703	456
406.22748	447
406.24792	431
406.26837	430
406.28882	443
406.30927	449
406.32974	425
406.35019	434
406.37064	433
406.39108	432
406.41153	434
406.43198	448
406.45242	439
406.47287	438
406.49332	437
406.51379	437
406.53424	438
406.55469	428
406.57513	452
406.59558	422
406.61603	432
406.63647	427
406.65692	425
406.67737	442
406.69781	425
406.71826	438
406.73871	428
406.75916	423
406.7796	422
406.80005	424
406.8205	427
406.84094	426
406.86139	424
406.88184	441
406.90228	426
406.9227	432
406.94315	436
406.96359	421
406.98404	430
407.00449	441
407.02493	430
407.04538	428
407.06583	425
407.08627	423
407.10669	438
407.12714	433
407.14758	430
407.16803	414
407.18848	435
407.20892	430
407.22934	419
407.24979	425
407.27023	427
407.29068	417
407.31113	435
407.33154	435
407.35199	429
407.37244	449
407.39288	418
407.4133	406
407.43375	425
407.45419	426
407.47461	448
407.49506	410
407.5155	421
407.53595	412
407.55637	424
407.57681	427
407.59726	439
407.61768	431
407.63812	424
407.65857	417
407.67899	440
407.69943	420
407.71985	432
407.7403	427
407.76074	427
407.78116	409
407.80161	418
407.82202	422
407.84247	420
407.86292	428
407.88333	411
407.90378	415
407.92419	410
407.94464	410
407.96506	419
407.9855	420
408.00592	418
408.02637	423
408.04678	411
408.06723	417
408.08765	420
408.10809	417
408.12851	413
408.14896	406
408.16937	428
408.18982	412
408.21024	412
408.23065	403
408.2511	407
408.27151	405
408.29196	410
408.31238	417
408.33282	405
408.35324	409
408.37366	410
408.3941	406
408.41452	421
408.43494	440
408.45538	413
408.4758	411
408.49622	408
408.51666	408
408.53708	409
408.5575	402
408.57794	409
408.59836	416
408.61877	410
408.63919	418
408.65964	407
408.68005	400
408.70047	398
408.72089	405
408.74133	407
408.76175	424
408.78217	412
408.80258	406
408.82303	400
408.84344	422
408.86386	400
408.88428	404
408.90469	400
