Date and Time:                Sun Jan 29 15:26:52.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         60
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              427
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



406.20703	51064
406.22748	51338
406.24792	51564
406.26837	51764
406.28882	51932
406.30927	52077
406.32974	52188
406.35019	52315
406.37064	52418
406.39108	52494
406.41153	52575
406.43198	52665
406.45242	52733
406.47287	52796
406.49332	52862
406.51379	52900
406.53424	52941
406.55469	52980
406.57513	53044
406.59558	53055
406.61603	53094
406.63647	53136
406.65692	53172
406.67737	53187
406.69781	53197
406.71826	53213
406.73871	53237
406.75916	53247
406.7796	53264
406.80005	53274
406.8205	53285
406.84094	53295
406.86139	53285
406.88184	53292
406.90228	53303
406.9227	53281
406.94315	53284
406.96359	53268
406.98404	53258
407.00449	53249
407.02493	53230
407.04538	53210
407.06583	53196
407.08627	53166
407.10669	53138
407.12714	53104
407.14758	53051
407.16803	53014
407.18848	52942
407.20892	52873
407.22934	52809
407.24979	52698
407.27023	52563
407.29068	52385
407.31113	52205
407.33154	51931
407.35199	51518
407.37244	50683
407.39288	44454
407.4133	40021
407.43375	39713
407.45419	39140
407.47461	38283
407.49506	37906
407.5155	37856
407.53595	37406
407.55637	37349
407.57681	36914
407.59726	36202
407.61768	36333
407.63812	35875
407.65857	35026
407.67899	34429
407.69943	33272
407.71985	33203
407.7403	33208
407.76074	32854
407.78116	32080
407.80161	30946
407.82202	30222
407.84247	30297
407.86292	29889
407.88333	29785
407.90378	29882
407.92419	29783
407.94464	29720
407.96506	29379
407.9855	28657
408.00592	28491
408.02637	28464
408.04678	28340
408.06723	28586
408.08765	28431
408.10809	28180
408.12851	28238
408.14896	27857
408.16937	27253
408.18982	27047
408.21024	26880
408.23065	27014
408.2511	26974
408.27151	26625
408.29196	26547
408.31238	26585
408.33282	26560
408.35324	26903
408.37366	26958
408.3941	26921
408.41452	26412
408.43494	25963
408.45538	25708
408.4758	25723
408.49622	25684
408.51666	25657
408.53708	25477
408.5575	25393
408.57794	25580
