Date and Time:                Sun Jan 29 15:29:44.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              427
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



406.20703	298
406.22748	295
406.24792	301
406.26837	303
406.28882	297
406.30927	303
406.32974	304
406.35019	296
406.37064	302
406.39108	297
406.41153	300
406.43198	292
406.45242	303
406.47287	300
406.49332	297
406.51379	297
406.53424	298
406.55469	302
406.57513	303
406.59558	302
406.61603	305
406.63647	309
406.65692	301
406.67737	300
406.69781	300
406.71826	309
406.73871	300
406.75916	298
406.7796	306
406.80005	300
406.8205	307
406.84094	293
406.86139	305
406.88184	298
406.90228	309
406.9227	296
406.94315	300
406.96359	299
406.98404	298
407.00449	299
407.02493	300
407.04538	299
407.06583	300
407.08627	301
407.10669	299
407.12714	306
407.14758	301
407.16803	304
407.18848	304
407.20892	305
407.22934	299
407.24979	303
407.27023	303
407.29068	303
407.31113	302
407.33154	301
407.35199	298
407.37244	298
407.39288	301
407.4133	298
407.43375	296
407.45419	298
407.47461	303
407.49506	302
407.5155	299
407.53595	306
407.55637	302
407.57681	301
407.59726	301
407.61768	303
407.63812	306
407.65857	301
407.67899	304
407.69943	305
407.71985	297
407.7403	296
407.76074	300
407.78116	302
407.80161	308
407.82202	296
407.84247	304
407.86292	298
407.88333	305
407.90378	304
407.92419	302
407.94464	300
407.96506	301
407.9855	302
408.00592	302
408.02637	301
408.04678	302
408.06723	299
408.08765	302
408.10809	305
408.12851	299
408.14896	304
408.16937	299
408.18982	304
408.21024	296
408.23065	302
408.2511	307
408.27151	308
408.29196	297
408.31238	306
408.33282	297
408.35324	303
408.37366	306
408.3941	302
408.41452	304
408.43494	299
408.45538	302
408.4758	302
408.49622	301
408.51666	295
408.53708	298
408.5575	297
408.57794	304
408.59836	305
408.61877	300
408.63919	303
408.65964	299
408.68005	301
408.70047	301
408.72089	308
408.74133	302
408.76175	302
408.78217	294
408.80258	308
408.82303	300
408.84344	301
408.86386	301
408.88428	296
408.90469	303
