Date and Time:                Wed May 25 12:37:03.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.7
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              288
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



278.14606	34957
278.15576	33511
278.16547	33769
278.17517	33896
278.18491	34034
278.19461	33962
278.20432	33535
278.21402	33596
278.22372	34077
278.23343	34022
278.24313	33931
278.25284	33740
278.26254	33733
278.27228	33866
278.28198	33732
278.29169	33421
278.30139	33608
278.3111	34078
278.3208	34267
278.33051	34047
278.34021	33599
278.34991	33532
278.35962	33493
278.36932	33317
278.37903	32966
278.38873	32846
278.39844	32985
278.40814	32925
278.41788	32839
278.42758	32763
278.43729	32881
278.44699	32889
278.4567	32980
278.4664	33036
278.4761	32831
278.48581	32696
278.49551	32379
278.50522	32349
278.51492	32401
278.52463	32375
278.5343	32183
278.54401	32401
278.55371	32633
278.56342	32758
278.57312	32544
278.58282	32274
278.59253	32048
278.60223	32120
278.61194	32144
278.62164	32369
278.63135	32588
278.64105	32677
278.65076	32590
278.66046	32510
278.67017	32340
278.67987	32186
278.68954	32172
278.69925	32112
278.70895	32166
278.71866	32109
278.72836	31899
278.73807	31750
278.74777	31745
278.75748	31777
278.76715	31553
278.77686	31445
278.78656	31349
278.79626	31170
278.80597	31009
278.81567	30899
278.82535	31032
278.83505	30902
278.84476	30877
278.85446	30890
278.86417	30998
278.87387	30855
278.88354	30726
278.89325	30633
278.90295	30411
278.91266	30213
278.92233	30057
278.93204	29983
278.94174	29997
278.95145	29748
278.96115	29517
278.97083	29628
278.98053	29721
278.99023	29580
278.99994	29371
279.00961	29348
279.01932	29184
279.02902	29117
279.03873	29152
279.0484	29300
279.05811	29520
279.06781	29465
279.07748	29388
279.08719	29354
279.09689	29251
279.10657	29197
279.11627	28916
279.12598	29105
279.13568	29101
279.14536	29041
279.15506	28735
279.16476	28706
279.17444	28594
279.18414	28465
279.19382	28483
279.20352	28665
279.21323	28907
279.2229	29070
279.2326	28899
279.24231	28734
279.25198	28612
279.26169	28829
279.27136	28856
