Date and Time:                Wed May 25 12:36:31.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.7
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              288
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



278.14606	35692
278.15576	34366
278.16547	34673
278.17517	34656
278.18491	34672
278.19461	34703
278.20432	34312
278.21402	34379
278.22372	34885
278.23343	34762
278.24313	34648
278.25284	34590
278.26254	34405
278.27228	34553
278.28198	34379
278.29169	34090
278.30139	34256
278.3111	34731
278.3208	34910
278.33051	34643
278.34021	34294
278.34991	34073
278.35962	34022
278.36932	33937
278.37903	33637
278.38873	33376
278.39844	33522
278.40814	33412
278.41788	33361
278.42758	33190
278.43729	33377
278.44699	33274
278.4567	33403
278.4664	33345
278.4761	33260
278.48581	32957
278.49551	32764
278.50522	32669
278.51492	32674
278.52463	32716
278.5343	32488
278.54401	32640
278.55371	33014
278.56342	33077
278.57312	32815
278.58282	32515
278.59253	32390
278.60223	32386
278.61194	32444
278.62164	32521
278.63135	32799
278.64105	32902
278.65076	32701
278.66046	32814
278.67017	32607
278.67987	32442
278.68954	32335
278.69925	32271
278.70895	32390
278.71866	32378
278.72836	32032
278.73807	31925
278.74777	31858
278.75748	31862
278.76715	31591
278.77686	31421
278.78656	31372
278.79626	31269
278.80597	31032
278.81567	30995
278.82535	31099
278.83505	31039
278.84476	30985
278.85446	30938
278.86417	31114
278.87387	30908
278.88354	30832
278.89325	30735
278.90295	30490
278.91266	30333
278.92233	30205
278.93204	30045
278.94174	30137
278.95145	29834
278.96115	29634
278.97083	29644
278.98053	29670
278.99023	29558
278.99994	29419
279.00961	29378
279.01932	29237
279.02902	29152
279.03873	29279
279.0484	29363
279.05811	29529
279.06781	29544
279.07748	29419
279.08719	29384
279.09689	29268
279.10657	29202
279.11627	29083
279.12598	29121
279.13568	29157
279.14536	29075
279.15506	28858
279.16476	28753
279.17444	28656
279.18414	28547
279.19382	28496
279.20352	28687
279.21323	29050
279.2229	29085
279.2326	29037
279.24231	28875
279.25198	28739
279.26169	28844
279.27136	28949
