Date and Time:                Wed May 25 12:36:10.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              288
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



278.14606	26129
278.15576	24905
278.16547	25124
278.17517	25199
278.18491	25286
278.19461	25155
278.20432	24864
278.21402	24926
278.22372	25115
278.23343	25290
278.24313	25169
278.25284	25092
278.26254	25045
278.27228	25093
278.28198	25002
278.29169	24740
278.30139	24873
278.3111	25279
278.3208	25383
278.33051	25193
278.34021	25029
278.34991	24877
278.35962	24813
278.36932	24784
278.37903	24541
278.38873	24478
278.39844	24572
278.40814	24566
278.41788	24401
278.42758	24401
278.43729	24533
278.44699	24522
278.4567	24455
278.4664	24615
278.4761	24567
278.48581	24379
278.49551	24250
278.50522	24316
278.51492	24459
278.52463	24260
278.5343	24224
278.54401	24424
278.55371	24671
278.56342	24797
278.57312	24648
278.58282	24518
278.59253	24399
278.60223	24424
278.61194	24588
278.62164	24685
278.63135	24985
278.64105	25073
278.65076	25139
278.66046	25042
278.67017	24926
278.67987	24860
278.68954	24859
278.69925	24967
278.70895	24966
278.71866	25048
278.72836	24911
278.73807	24757
278.74777	24869
278.75748	24846
278.76715	24729
278.77686	24751
278.78656	24663
278.79626	24708
278.80597	24580
278.81567	24565
278.82535	24731
278.83505	24742
278.84476	24793
278.85446	24824
278.86417	24968
278.87387	24882
278.88354	24789
278.89325	24881
278.90295	24690
278.91266	24612
278.92233	24607
278.93204	24532
278.94174	24524
278.95145	24444
278.96115	24277
278.97083	24423
278.98053	24541
278.99023	24507
278.99994	24393
279.00961	24401
279.01932	24407
279.02902	24296
279.03873	24372
279.0484	24575
279.05811	24729
279.06781	24769
279.07748	24857
279.08719	24786
279.09689	24782
279.10657	24726
279.11627	24712
279.12598	24687
279.13568	24803
279.14536	24691
279.15506	24586
279.16476	24539
279.17444	24517
279.18414	24447
279.19382	24567
279.20352	24713
279.21323	24985
279.2229	25113
279.2326	25018
279.24231	24864
279.25198	24914
279.26169	24984
279.27136	25050
