Date and Time:                Wed May 25 12:39:43.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              288
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



278.14606	297
278.15576	306
278.16547	300
278.17517	300
278.18491	303
278.19461	301
278.20432	297
278.21402	301
278.22372	303
278.23343	300
278.24313	300
278.25284	304
278.26254	298
278.27228	295
278.28198	306
278.29169	299
278.30139	303
278.3111	306
278.3208	299
278.33051	298
278.34021	304
278.34991	296
278.35962	305
278.36932	302
278.37903	300
278.38873	304
278.39844	300
278.40814	305
278.41788	296
278.42758	296
278.43729	303
278.44699	299
278.4567	300
278.4664	301
278.4761	301
278.48581	302
278.49551	301
278.50522	304
278.51492	295
278.52463	297
278.5343	307
278.54401	297
278.55371	299
278.56342	304
278.57312	302
278.58282	303
278.59253	301
278.60223	303
278.61194	302
278.62164	295
278.63135	300
278.64105	304
278.65076	303
278.66046	307
278.67017	305
278.67987	301
278.68954	300
278.69925	300
278.70895	308
278.71866	297
278.72836	295
278.73807	303
278.74777	297
278.75748	302
278.76715	304
278.77686	302
278.78656	302
278.79626	298
278.80597	299
278.81567	300
278.82535	306
278.83505	305
278.84476	301
278.85446	295
278.86417	296
278.87387	299
278.88354	301
278.89325	299
278.90295	303
278.91266	304
278.92233	301
278.93204	299
278.94174	295
278.95145	301
278.96115	306
278.97083	299
278.98053	299
278.99023	299
278.99994	305
279.00961	300
279.01932	298
279.02902	301
279.03873	305
279.0484	303
279.05811	306
279.06781	303
279.07748	306
279.08719	301
279.09689	297
279.10657	301
279.11627	304
279.12598	307
279.13568	307
279.14536	299
279.15506	299
279.16476	304
279.17444	298
279.18414	302
279.19382	310
279.20352	302
279.21323	301
279.2229	304
279.2326	300
279.24231	299
279.25198	300
279.26169	306
279.27136	302
279.28107	309
279.29077	300
279.30045	300
279.31015	298
279.31982	309
279.32953	300
279.33923	303
279.34891	291
279.35861	303
279.36829	301
279.37799	305
279.38766	302
279.39737	295
279.40707	301
279.41675	298
279.42645	305
279.43613	300
