Date and Time:                Wed May 25 12:37:29.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.7
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              288
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



278.14606	36335
278.15576	35069
278.16547	35477
278.17517	35539
278.18491	35482
278.19461	35534
278.20432	35001
278.21402	35104
278.22372	35522
278.23343	35451
278.24313	35305
278.25284	35162
278.26254	35080
278.27228	35292
278.28198	35171
278.29169	34803
278.30139	34820
278.3111	35375
278.3208	35469
278.33051	35316
278.34021	34937
278.34991	34747
278.35962	34697
278.36932	34643
278.37903	34216
278.38873	34043
278.39844	34148
278.40814	34020
278.41788	33838
278.42758	33796
278.43729	33903
278.44699	33932
278.4567	33839
278.4664	33979
278.4761	33742
278.48581	33601
278.49551	33301
278.50522	33246
278.51492	33291
278.52463	33238
278.5343	33008
278.54401	33202
278.55371	33527
278.56342	33586
278.57312	33276
278.58282	33047
278.59253	32905
278.60223	32904
278.61194	32946
278.62164	33052
278.63135	33259
278.64105	33422
278.65076	33317
278.66046	33278
278.67017	32992
278.67987	32897
278.68954	32808
278.69925	32774
278.70895	32844
278.71866	32814
278.72836	32508
278.73807	32321
278.74777	32272
278.75748	32270
278.76715	32025
278.77686	32020
278.78656	31922
278.79626	31691
278.80597	31477
278.81567	31490
278.82535	31578
278.83505	31539
278.84476	31480
278.85446	31485
278.86417	31588
278.87387	31363
278.88354	31298
278.89325	31201
278.90295	31061
278.91266	30747
278.92233	30648
278.93204	30520
278.94174	30550
278.95145	30297
278.96115	30038
278.97083	30108
278.98053	30190
278.99023	30087
278.99994	29841
279.00961	29773
279.01932	29729
279.02902	29608
279.03873	29574
279.0484	29774
279.05811	29990
279.06781	29950
279.07748	29900
279.08719	29778
279.09689	29749
279.10657	29734
279.11627	29526
279.12598	29584
279.13568	29459
279.14536	29440
279.15506	29297
279.16476	29124
279.17444	29016
279.18414	28923
279.19382	29004
279.20352	29114
279.21323	29454
279.2229	29583
279.2326	29411
279.24231	29242
279.25198	29182
279.26169	29319
279.27136	29435
