Date and Time:                Tue Apr 26 17:16:41.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         125
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              280
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



258.35431	1692
258.37558	1635
258.39685	1624
258.41809	1649
258.43936	1670
258.4606	1693
258.48187	1671
258.50311	1683
258.52438	1706
258.54565	1740
258.56689	1748
258.58817	1777
258.60941	1804
258.63068	1808
258.65192	1825
258.67319	1829
258.69443	1859
258.7157	1872
258.73694	1938
258.75821	1899
258.77945	1882
258.80072	1911
258.82196	1927
258.84323	1900
258.86447	1895
258.88574	1888
258.90698	1896
258.92825	1892
258.94949	1889
258.97076	1860
258.992	1844
259.01324	1855
259.03452	1843
259.05576	1839
259.07703	1797
259.09827	1813
259.11954	1766
259.14078	1739
259.16202	1723
259.18329	1737
259.20453	1660
259.22577	1669
259.24704	1627
259.26828	1607
259.28955	1607
259.31079	1572
259.33203	1553
259.3533	1488
259.37454	1521
259.39578	1478
259.41705	1455
259.43829	1472
259.45953	1439
259.4808	1441
259.50204	1394
259.52328	1413
259.54453	1387
259.5658	1406
259.58704	1376
259.60828	1359
259.62952	1366
259.65079	1332
259.67203	1383
259.69327	1337
259.71451	1326
259.73578	1325
259.75702	1324
259.77826	1347
259.7995	1359
259.82077	1330
259.84201	1328
259.86325	1358
259.88449	1375
259.90573	1354
259.92697	1377
259.94824	1392
259.96948	1385
259.99072	1375
260.01196	1394
260.0332	1419
260.05444	1417
260.07571	1447
260.09695	1435
260.11819	1468
260.13943	1478
260.16068	1512
260.18192	1527
260.20316	1558
260.2244	1556
260.24564	1620
260.26688	1629
260.28815	1651
260.30939	1679
260.33063	1720
260.35187	1746
260.37311	1764
260.39435	1807
260.41559	1839
260.43683	1852
260.45807	1867
260.47931	1902
260.50055	1905
260.52179	1940
260.54303	1962
260.56427	1941
260.58551	1966
260.60675	1955
260.62799	1985
260.64923	1997
260.67047	2015
260.69171	1989
260.71295	2012
260.73419	2008
260.75543	1976
260.77667	1993
260.79791	1987
260.81912	1978
