Date and Time:                Wed Apr 6 15:52:59.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              281
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



271.09082	31781
271.10059	30268
271.11035	30391
271.12012	30572
271.12985	30667
271.13962	30532
271.14938	30175
271.15915	30279
271.16891	30593
271.17868	30609
271.18845	30521
271.19818	30308
271.20795	30340
271.21771	30379
271.22748	30323
271.23724	30110
271.24701	30306
271.25674	30796
271.26651	30829
271.27628	30561
271.28604	30270
271.29581	30167
271.30554	30165
271.31531	30062
271.32507	29908
271.33484	29818
271.34457	29849
271.35434	29905
271.36411	29841
271.37387	29780
271.38361	29884
271.39337	29901
271.40314	29817
271.4129	29873
271.42264	29856
271.4324	29630
271.44217	29569
271.45193	29610
271.46167	29552
271.47144	29666
271.4812	29557
271.49094	29639
271.5007	30014
271.51047	30153
271.5202	30001
271.52997	29826
271.53973	29683
271.54947	29763
271.55923	29828
271.569	29956
271.57874	30259
271.5885	30432
271.59827	30302
271.608	30214
271.61777	30192
271.62753	30171
271.63727	30189
271.64703	30300
271.6568	30325
271.66653	30427
271.6763	30223
271.68604	30167
271.6958	30170
271.70557	30173
271.7153	30059
271.72507	29986
271.7348	30006
271.74457	29868
271.7543	29873
271.76407	29829
271.77383	29943
271.78357	29952
271.79333	30011
271.80307	30054
271.81284	30157
271.82257	30146
271.83234	30048
271.84207	30020
271.85184	29965
271.86157	29817
271.87134	29787
271.88107	29680
271.89084	29759
271.9006	29555
271.91034	29414
271.9201	29507
271.92984	29642
271.93958	29614
271.94934	29516
271.95908	29552
271.96884	29569
271.97858	29421
271.98834	29376
271.99808	29644
272.00784	29759
272.01758	29834
272.02734	29765
272.03708	29792
272.04681	29834
272.05658	29757
272.06631	29642
272.07608	29879
272.08582	29878
272.09558	29806
272.10532	29729
272.11505	29650
272.12482	29565
272.13455	29545
272.14432	29579
272.15405	29776
272.16379	30078
272.17355	30203
272.18329	30168
272.19302	29982
272.20279	29899
272.21252	30083
272.22226	30073
