Date and Time:                Wed Apr 6 17:30:40.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              281
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



271.09082	32061
271.10059	30633
271.11035	30764
271.12012	30782
271.12985	30942
271.13962	30837
271.14938	30473
271.15915	30594
271.16891	30966
271.17868	30921
271.18845	30769
271.19818	30645
271.20795	30546
271.21771	30712
271.22748	30683
271.23724	30453
271.24701	30665
271.25674	31022
271.26651	31058
271.27628	30841
271.28604	30617
271.29581	30465
271.30554	30497
271.31531	30369
271.32507	30081
271.33484	29970
271.34457	30228
271.35434	30232
271.36411	30050
271.37387	30017
271.38361	30159
271.39337	30114
271.40314	30133
271.4129	30152
271.42264	30069
271.4324	29904
271.44217	29864
271.45193	29897
271.46167	29898
271.47144	29917
271.4812	29880
271.49094	29984
271.5007	30311
271.51047	30391
271.5202	30225
271.52997	30029
271.53973	30039
271.54947	30034
271.55923	30109
271.569	30215
271.57874	30589
271.5885	30674
271.59827	30537
271.608	30567
271.61777	30395
271.62753	30429
271.63727	30430
271.64703	30542
271.6568	30600
271.66653	30657
271.6763	30508
271.68604	30385
271.6958	30458
271.70557	30400
271.7153	30219
271.72507	30167
271.7348	30276
271.74457	30195
271.7543	30112
271.76407	30095
271.77383	30155
271.78357	30194
271.79333	30290
271.80307	30337
271.81284	30475
271.82257	30271
271.83234	30285
271.84207	30377
271.85184	30225
271.86157	30073
271.87134	30030
271.88107	30063
271.89084	30063
271.9006	29867
271.91034	29796
271.9201	29839
271.92984	29837
271.93958	29907
271.94934	29791
271.95908	29792
271.96884	29866
271.97858	29664
271.98834	29699
271.99808	29916
272.00784	30097
272.01758	30115
272.02734	30108
272.03708	30066
272.04681	30133
272.05658	30067
272.06631	29987
272.07608	30050
272.08582	30162
272.09558	30068
272.10532	30018
272.11505	29882
272.12482	29939
272.13455	29774
272.14432	29828
272.15405	30028
272.16379	30391
272.17355	30470
272.18329	30450
272.19302	30302
272.20279	30139
272.21252	30257
272.22226	30399
