Date and Time:                Wed Apr 6 15:52:52.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              281
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



271.09082	31748
271.10059	30239
271.11035	30526
271.12012	30516
271.12985	30634
271.13962	30483
271.14938	30141
271.15915	30244
271.16891	30680
271.17868	30646
271.18845	30465
271.19818	30252
271.20795	30282
271.21771	30382
271.22748	30291
271.23724	30044
271.24701	30307
271.25674	30693
271.26651	30794
271.27628	30541
271.28604	30219
271.29581	30147
271.30554	30157
271.31531	30069
271.32507	29807
271.33484	29752
271.34457	29925
271.35434	29854
271.36411	29739
271.37387	29764
271.38361	29830
271.39337	29928
271.40314	29807
271.4129	29819
271.42264	29820
271.4324	29533
271.44217	29529
271.45193	29552
271.46167	29637
271.47144	29590
271.4812	29589
271.49094	29672
271.5007	30004
271.51047	30069
271.5202	29898
271.52997	29743
271.53973	29693
271.54947	29755
271.55923	29803
271.569	29939
271.57874	30223
271.5885	30362
271.59827	30255
271.608	30145
271.61777	30099
271.62753	30074
271.63727	30141
271.64703	30297
271.6568	30335
271.66653	30343
271.6763	30251
271.68604	30208
271.6958	30113
271.70557	30084
271.7153	29923
271.72507	29936
271.7348	30028
271.74457	29891
271.7543	29821
271.76407	29776
271.77383	29963
271.78357	29933
271.79333	29988
271.80307	30122
271.81284	30107
271.82257	30043
271.83234	30028
271.84207	30075
271.85184	29948
271.86157	29882
271.87134	29725
271.88107	29681
271.89084	29699
271.9006	29570
271.91034	29389
271.9201	29590
271.92984	29593
271.93958	29562
271.94934	29486
271.95908	29475
271.96884	29501
271.97858	29374
271.98834	29457
271.99808	29613
272.00784	29758
272.01758	29758
272.02734	29838
272.03708	29838
272.04681	29861
272.05658	29776
272.06631	29703
272.07608	29849
272.08582	29848
272.09558	29816
272.10532	29660
272.11505	29585
272.12482	29564
272.13455	29538
272.14432	29532
272.15405	29731
272.16379	30087
272.17355	30169
272.18329	30168
272.19302	30043
272.20279	29908
272.21252	30032
272.22226	30051
