Date and Time:                Fri Oct 7 12:15:37.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.35
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              260
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



238.25345	307
238.27481	296
238.29616	298
238.31752	304
238.33887	303
238.36021	306
238.38158	304
238.40292	298
238.42427	299
238.44563	303
238.46698	304
238.48833	303
238.50969	297
238.53104	303
238.55238	304
238.57375	296
238.59509	302
238.61644	293
238.63779	298
238.65915	305
238.6805	294
238.70184	306
238.72319	303
238.74454	300
238.7659	298
238.78725	296
238.80859	306
238.82994	296
238.85129	306
238.87263	302
238.89398	302
238.91534	297
238.93669	297
238.95804	294
238.97939	307
239.00073	296
239.02208	299
239.04343	300
239.06477	299
239.08612	301
239.10747	299
239.12881	307
239.15016	299
239.17151	300
239.19286	297
239.2142	299
239.23555	303
239.2569	293
239.27823	303
239.29958	298
239.32092	302
239.34227	303
239.36362	305
239.38496	296
239.40631	296
239.42764	299
239.44899	301
239.47034	305
239.49168	303
239.51303	300
239.53436	302
239.55571	302
239.57706	299
239.5984	309
239.61974	299
239.64108	294
239.66243	306
239.68376	301
239.70511	309
239.72646	301
239.74779	302
239.76913	302
239.79048	303
239.81181	297
239.83316	305
239.85451	300
239.87584	305
239.89719	302
239.91852	299
239.93987	297
239.9612	298
239.98254	308
240.00388	300
240.02522	303
240.04655	302
240.0679	303
240.08923	303
240.11058	303
240.13191	303
240.15326	298
240.17459	303
240.19592	308
240.21727	300
240.2386	300
240.25995	304
240.28128	304
240.30261	300
240.32396	299
240.34529	304
240.36662	301
240.38797	296
240.4093	299
240.43063	302
240.45197	304
240.47331	297
240.49464	302
240.51598	298
240.53731	297
240.55865	292
240.57999	304
240.60132	307
240.62265	298
240.64398	306
240.66533	300
240.68666	300
240.70799	297
240.72932	305
240.75066	304
240.77199	300
240.79332	298
240.81465	303
240.83598	305
240.85732	302
240.87865	300
240.89998	303
240.92133	298
240.94266	298
240.96397	305
240.98531	303
241.00664	304
241.02797	299
241.0493	298
241.07063	298
