Date and Time:                Fri Oct 7 12:14:48.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.35
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              260
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



238.25345	3932
238.27481	3744
238.29616	3728
238.31752	3728
238.33887	3740
238.36021	3765
238.38158	3781
238.40292	3768
238.42427	3745
238.44563	3755
238.46698	3764
238.48833	3738
238.50969	3696
238.53104	3741
238.55238	3723
238.57375	3730
238.59509	3785
238.61644	3735
238.63779	3768
238.65915	3782
238.6805	3736
238.70184	3765
238.72319	3790
238.74454	3795
238.7659	3788
238.78725	3814
238.80859	3827
238.82994	3851
238.85129	3829
238.87263	3824
238.89398	3836
238.91534	3866
238.93669	3839
238.95804	3842
238.97939	3851
239.00073	3838
239.02208	3850
239.04343	3859
239.06477	3871
239.08612	3866
239.10747	3871
239.12881	3863
239.15016	3825
239.17151	3821
239.19286	3871
239.2142	3859
239.23555	3869
239.2569	3883
239.27823	3894
239.29958	3902
239.32092	3883
239.34227	3890
239.36362	3892
239.38496	3881
239.40631	3911
239.42764	3922
239.44899	3956
239.47034	3968
239.49168	3949
239.51303	3965
239.53436	3933
239.55571	3955
239.57706	3976
239.5984	3962
239.61974	3952
239.64108	3937
239.66243	3946
239.68376	3961
239.70511	3907
239.72646	3919
239.74779	3905
239.76913	3941
239.79048	3924
239.81181	3963
239.83316	3945
239.85451	3927
239.87584	3909
239.89719	3902
239.91852	3948
239.93987	3909
239.9612	3947
239.98254	3963
240.00388	3964
240.02522	3975
240.04655	3974
240.0679	3994
240.08923	4012
240.11058	3967
240.13191	3992
240.15326	3972
240.17459	4008
240.19592	4006
240.21727	3986
240.2386	3982
240.25995	3991
240.28128	4018
240.30261	4014
240.32396	4028
240.34529	4042
240.36662	4053
240.38797	4040
240.4093	4015
240.43063	4049
240.45197	4058
240.47331	4010
240.49464	4062
240.51598	4097
240.53731	4110
240.55865	4099
240.57999	4111
240.60132	4097
240.62265	4092
240.64398	4083
240.66533	4131
240.68666	4138
240.70799	4118
