Date and Time:                Fri Oct 7 12:15:49.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         40
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              260
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



238.25345	392
238.27481	382
238.29616	380
238.31752	381
238.33887	383
238.36021	376
238.38158	376
238.40292	381
238.42427	371
238.44563	374
238.46698	376
238.48833	386
238.50969	384
238.53104	383
238.55238	381
238.57375	381
238.59509	376
238.61644	370
238.63779	389
238.65915	382
238.6805	374
238.70184	378
238.72319	380
238.74454	379
238.7659	373
238.78725	382
238.80859	374
238.82994	376
238.85129	366
238.87263	368
238.89398	365
238.91534	375
238.93669	372
238.95804	370
238.97939	376
239.00073	379
239.02208	372
239.04343	379
239.06477	381
239.08612	377
239.10747	370
239.12881	374
239.15016	371
239.17151	370
239.19286	373
239.2142	377
239.23555	369
239.2569	372
239.27823	373
239.29958	372
239.32092	369
239.34227	370
239.36362	372
239.38496	368
239.40631	377
239.42764	374
239.44899	373
239.47034	381
239.49168	375
239.51303	365
239.53436	375
239.55571	373
239.57706	386
239.5984	369
239.61974	368
239.64108	367
239.66243	368
239.68376	373
239.70511	381
239.72646	370
239.74779	374
239.76913	373
239.79048	378
239.81181	375
239.83316	374
239.85451	370
239.87584	374
239.89719	364
239.91852	367
239.93987	369
239.9612	356
239.98254	372
240.00388	365
240.02522	368
240.04655	363
240.0679	362
240.08923	370
240.11058	365
240.13191	363
240.15326	363
240.17459	363
240.19592	360
240.21727	367
240.2386	369
240.25995	363
240.28128	370
240.30261	373
240.32396	366
240.34529	365
240.36662	368
240.38797	362
240.4093	360
240.43063	361
240.45197	366
240.47331	365
240.49464	367
240.51598	356
240.53731	366
240.55865	371
240.57999	377
240.60132	352
240.62265	358
240.64398	362
240.66533	358
240.68666	363
240.70799	365
240.72932	355
240.75066	368
240.77199	362
240.79332	367
240.81465	353
240.83598	359
240.85732	360
240.87865	357
240.89998	366
240.92133	366
240.94266	350
240.96397	355
240.98531	366
241.00664	361
241.02797	363
241.0493	363
241.07063	361
