Date and Time:                Fri Oct 7 12:16:35.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         40
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              260
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



238.25345	396
238.27481	393
238.29616	382
238.31752	387
238.33887	393
238.36021	387
238.38158	380
238.40292	388
238.42427	373
238.44563	381
238.46698	386
238.48833	393
238.50969	387
238.53104	379
238.55238	375
238.57375	377
238.59509	396
238.61644	379
238.63779	387
238.65915	373
238.6805	382
238.70184	384
238.72319	383
238.74454	376
238.7659	379
238.78725	376
238.80859	378
238.82994	379
238.85129	376
238.87263	375
238.89398	371
238.91534	378
238.93669	375
238.95804	384
238.97939	379
239.00073	380
239.02208	381
239.04343	380
239.06477	377
239.08612	392
239.10747	385
239.12881	382
239.15016	373
239.17151	379
239.19286	385
239.2142	379
239.23555	374
239.2569	370
239.27823	383
239.29958	373
239.32092	371
239.34227	379
239.36362	387
239.38496	367
239.40631	378
239.42764	376
239.44899	375
239.47034	397
239.49168	378
239.51303	374
239.53436	376
239.55571	377
239.57706	378
239.5984	370
239.61974	378
239.64108	367
239.66243	384
239.68376	387
239.70511	386
239.72646	376
239.74779	370
239.76913	379
239.79048	379
239.81181	370
239.83316	384
239.85451	375
239.87584	382
239.89719	374
239.91852	375
239.93987	371
239.9612	366
239.98254	378
240.00388	370
240.02522	370
240.04655	371
240.0679	372
240.08923	364
240.11058	375
240.13191	372
240.15326	374
240.17459	378
240.19592	368
240.21727	376
240.2386	369
240.25995	367
240.28128	368
240.30261	378
240.32396	369
240.34529	360
240.36662	363
240.38797	369
240.4093	360
240.43063	370
240.45197	374
240.47331	358
240.49464	362
240.51598	363
240.53731	372
240.55865	379
240.57999	382
240.60132	361
240.62265	374
240.64398	367
240.66533	358
240.68666	363
240.70799	362
240.72932	358
240.75066	370
240.77199	362
240.79332	380
240.81465	359
240.83598	370
240.85732	362
240.87865	373
240.89998	371
240.92133	374
240.94266	367
240.96397	371
240.98531	361
241.00664	370
241.02797	369
241.0493	359
241.07063	358
