Date and Time:                Fri Oct 28 12:45:14.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.18
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



366.96136	304
366.98206	302
367.00275	305
367.02341	300
367.0441	301
367.06479	303
367.08548	304
367.10617	298
367.12683	297
367.14752	306
367.16821	303
367.1889	299
367.20956	303
367.23026	299
367.25095	304
367.27161	299
367.2923	304
367.31299	305
367.33368	297
367.35434	297
367.37503	301
367.39572	308
367.41638	304
367.43707	297
367.45776	304
367.47842	309
367.49911	299
367.51981	303
367.54047	301
367.56116	303
367.58182	305
367.60251	298
367.6232	305
367.64386	304
367.66455	305
367.68521	300
367.7059	307
367.72656	302
367.74725	295
367.76794	305
367.7886	300
367.8093	298
367.82996	306
367.85065	308
367.87131	306
367.892	304
367.91266	302
367.93335	301
367.95401	302
367.9747	303
367.99536	305
368.01605	298
368.03671	306
368.05737	309
368.07806	307
368.09872	305
368.11942	298
368.14008	305
368.16077	304
368.18143	300
368.20209	298
368.22278	296
368.24344	303
368.2641	299
368.28479	302
368.30545	301
368.32614	308
368.3468	300
368.36746	307
368.38815	298
368.40881	308
368.42947	298
368.45013	302
368.47083	302
368.49149	306
368.51215	304
368.53284	303
368.5535	299
368.57416	300
368.59482	301
368.61551	299
368.63617	307
368.65683	304
368.67749	308
368.69818	306
368.71884	298
368.7395	306
368.76016	305
368.78082	299
368.80151	301
368.82217	302
368.84283	304
368.86349	303
368.88416	307
368.90482	301
368.92548	303
368.94617	301
368.96683	309
368.98749	305
369.00815	303
369.02881	300
369.04947	302
369.07013	301
369.09079	306
369.11145	304
369.13211	304
369.1528	306
369.17346	303
369.19412	304
369.21478	304
369.23544	304
369.2561	305
369.27676	304
369.29742	300
369.31808	302
369.33875	301
369.35941	300
369.38007	300
369.40073	291
369.42139	296
369.44205	303
369.46268	301
369.48334	304
369.504	299
369.52466	304
369.54532	304
369.56598	300
369.58664	305
369.6073	298
369.62796	301
369.64862	304
369.66928	302
369.68991	307
