Date and Time:                Fri Oct 28 12:30:42.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.18
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



366.96136	305
366.98206	293
367.00275	301
367.02341	304
367.0441	304
367.06479	300
367.08548	300
367.10617	299
367.12683	308
367.14752	306
367.16821	301
367.1889	301
367.20956	300
367.23026	295
367.25095	304
367.27161	303
367.2923	299
367.31299	305
367.33368	299
367.35434	304
367.37503	299
367.39572	301
367.41638	299
367.43707	300
367.45776	303
367.47842	305
367.49911	306
367.51981	301
367.54047	307
367.56116	305
367.58182	295
367.60251	302
367.6232	300
367.64386	304
367.66455	302
367.68521	296
367.7059	304
367.72656	306
367.74725	307
367.76794	298
367.7886	301
367.8093	301
367.82996	303
367.85065	302
367.87131	299
367.892	301
367.91266	304
367.93335	301
367.95401	302
367.9747	299
367.99536	304
368.01605	303
368.03671	305
368.05737	302
368.07806	296
368.09872	298
368.11942	301
368.14008	302
368.16077	304
368.18143	297
368.20209	297
368.22278	297
368.24344	302
368.2641	302
368.28479	303
368.30545	305
368.32614	295
368.3468	301
368.36746	302
368.38815	308
368.40881	300
368.42947	302
368.45013	302
368.47083	305
368.49149	296
368.51215	303
368.53284	302
368.5535	302
368.57416	301
368.59482	298
368.61551	300
368.63617	303
368.65683	300
368.67749	305
368.69818	304
368.71884	303
368.7395	296
368.76016	301
368.78082	306
368.80151	301
368.82217	299
368.84283	298
368.86349	302
368.88416	304
368.90482	300
368.92548	305
368.94617	301
368.96683	304
368.98749	304
369.00815	309
369.02881	303
369.04947	306
369.07013	301
369.09079	300
369.11145	302
369.13211	304
369.1528	307
369.17346	300
369.19412	302
369.21478	301
369.23544	297
369.2561	300
369.27676	301
369.29742	300
369.31808	301
369.33875	304
369.35941	304
369.38007	303
369.40073	301
369.42139	300
369.44205	304
369.46268	300
369.48334	297
369.504	302
369.52466	304
369.54532	300
369.56598	299
369.58664	303
369.6073	298
369.62796	300
369.64862	306
369.66928	298
369.68991	295
