Date and Time:                Fri Oct 28 12:36:07.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.18
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



366.96136	296
366.98206	301
367.00275	307
367.02341	300
367.0441	298
367.06479	302
367.08548	304
367.10617	299
367.12683	306
367.14752	304
367.16821	296
367.1889	305
367.20956	301
367.23026	298
367.25095	307
367.27161	302
367.2923	298
367.31299	304
367.33368	306
367.35434	292
367.37503	302
367.39572	302
367.41638	307
367.43707	305
367.45776	300
367.47842	302
367.49911	303
367.51981	301
367.54047	306
367.56116	301
367.58182	300
367.60251	305
367.6232	304
367.64386	304
367.66455	291
367.68521	306
367.7059	305
367.72656	301
367.74725	299
367.76794	304
367.7886	303
367.8093	301
367.82996	303
367.85065	302
367.87131	304
367.892	300
367.91266	298
367.93335	302
367.95401	302
367.9747	299
367.99536	303
368.01605	299
368.03671	301
368.05737	300
368.07806	307
368.09872	303
368.11942	299
368.14008	305
368.16077	304
368.18143	301
368.20209	305
368.22278	297
368.24344	306
368.2641	299
368.28479	307
368.30545	307
368.32614	300
368.3468	308
368.36746	300
368.38815	304
368.40881	299
368.42947	304
368.45013	301
368.47083	301
368.49149	305
368.51215	298
368.53284	302
368.5535	298
368.57416	309
368.59482	299
368.61551	303
368.63617	299
368.65683	302
368.67749	300
368.69818	304
368.71884	298
368.7395	295
368.76016	307
368.78082	307
368.80151	298
368.82217	302
368.84283	307
368.86349	306
368.88416	303
368.90482	312
368.92548	303
368.94617	305
368.96683	306
368.98749	303
369.00815	304
369.02881	302
369.04947	305
369.07013	300
369.09079	300
369.11145	303
369.13211	300
369.1528	301
369.17346	304
369.19412	306
369.21478	303
369.23544	300
369.2561	308
369.27676	295
369.29742	301
369.31808	305
369.33875	301
369.35941	301
369.38007	297
369.40073	300
369.42139	302
369.44205	303
369.46268	303
369.48334	305
369.504	304
369.52466	305
369.54532	306
369.56598	303
369.58664	307
369.6073	302
369.62796	297
369.64862	304
369.66928	308
369.68991	306
