Date and Time:                Fri Oct 28 12:46:47.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.18
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



366.96136	303
366.98206	303
367.00275	308
367.02341	300
367.0441	301
367.06479	299
367.08548	302
367.10617	306
367.12683	305
367.14752	302
367.16821	302
367.1889	305
367.20956	298
367.23026	301
367.25095	307
367.27161	307
367.2923	307
367.31299	294
367.33368	302
367.35434	299
367.37503	307
367.39572	295
367.41638	299
367.43707	299
367.45776	301
367.47842	304
367.49911	300
367.51981	306
367.54047	304
367.56116	297
367.58182	305
367.60251	304
367.6232	302
367.64386	300
367.66455	302
367.68521	305
367.7059	300
367.72656	300
367.74725	306
367.76794	299
367.7886	308
367.8093	306
367.82996	306
367.85065	308
367.87131	308
367.892	303
367.91266	299
367.93335	306
367.95401	303
367.9747	301
367.99536	305
368.01605	306
368.03671	305
368.05737	304
368.07806	304
368.09872	303
368.11942	304
368.14008	298
368.16077	301
368.18143	299
368.20209	303
368.22278	302
368.24344	301
368.2641	299
368.28479	306
368.30545	311
368.32614	304
368.3468	301
368.36746	299
368.38815	304
368.40881	302
368.42947	298
368.45013	303
368.47083	301
368.49149	299
368.51215	305
368.53284	307
368.5535	308
368.57416	301
368.59482	305
368.61551	301
368.63617	310
368.65683	301
368.67749	301
368.69818	304
368.71884	296
368.7395	301
368.76016	306
368.78082	298
368.80151	304
368.82217	308
368.84283	299
368.86349	299
368.88416	300
368.90482	303
368.92548	299
368.94617	297
368.96683	302
368.98749	302
369.00815	300
369.02881	300
369.04947	306
369.07013	301
369.09079	303
369.11145	307
369.13211	303
369.1528	300
369.17346	302
369.19412	297
369.21478	305
369.23544	306
369.2561	301
369.27676	302
369.29742	301
369.31808	304
369.33875	305
369.35941	303
369.38007	304
369.40073	302
369.42139	304
369.44205	307
369.46268	296
369.48334	309
369.504	302
369.52466	301
369.54532	305
369.56598	306
369.58664	299
369.6073	301
369.62796	304
369.64862	300
369.66928	303
369.68991	298
