Date and Time:                Fri Oct 28 12:49:33.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.04
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



366.96136	23154
366.98206	22145
367.00275	22079
367.02341	22053
367.0441	22145
367.06479	22398
367.08548	22304
367.10617	22241
367.12683	22069
367.14752	22037
367.16821	22024
367.1889	21718
367.20956	21667
367.23026	21843
367.25095	21988
367.27161	21814
367.2923	21776
367.31299	21800
367.33368	21904
367.35434	21895
367.37503	21816
367.39572	21851
367.41638	21929
367.43707	21836
367.45776	21828
367.47842	21688
367.49911	21703
367.51981	21618
367.54047	21584
367.56116	21694
367.58182	21828
367.60251	21986
367.6232	21969
367.64386	21850
367.66455	21759
367.68521	21759
367.7059	21932
367.72656	21929
367.74725	22071
367.76794	22013
367.7886	22006
367.8093	21984
367.82996	21956
367.85065	21807
367.87131	21819
367.892	21950
367.91266	21984
367.93335	21981
367.95401	21910
367.9747	21863
367.99536	21854
368.01605	21866
368.03671	21893
368.05737	22010
368.07806	21986
368.09872	21880
368.11942	21795
368.14008	21763
368.16077	21951
368.18143	22109
368.20209	22033
368.22278	21978
368.24344	22048
368.2641	22035
368.28479	21982
368.30545	21928
368.32614	21822
368.3468	21750
368.36746	21572
368.38815	21459
368.40881	21419
368.42947	21362
368.45013	21345
368.47083	21283
368.49149	21334
368.51215	21255
368.53284	21236
368.5535	21261
368.57416	21212
368.59482	21160
368.61551	21277
368.63617	21346
368.65683	21549
368.67749	21651
368.69818	21655
368.71884	21631
368.7395	21689
368.76016	21571
368.78082	21337
368.80151	21283
368.82217	21423
368.84283	21470
368.86349	21372
368.88416	21327
368.90482	21199
368.92548	21216
368.94617	21131
368.96683	21180
368.98749	21387
369.00815	21557
369.02881	21460
369.04947	21275
369.07013	21270
369.09079	21443
369.11145	21650
369.13211	21749
369.1528	21814
369.17346	21897
369.19412	21892
369.21478	21722
369.23544	21800
369.2561	21749
369.27676	21679
369.29742	21729
369.31808	21918
369.33875	21849
369.35941	21829
