Date and Time:                Fri Oct 28 12:45:58.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.18
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



366.96136	298
366.98206	300
367.00275	297
367.02341	293
367.0441	302
367.06479	303
367.08548	296
367.10617	301
367.12683	300
367.14752	294
367.16821	301
367.1889	302
367.20956	302
367.23026	304
367.25095	302
367.27161	299
367.2923	304
367.31299	299
367.33368	301
367.35434	306
367.37503	302
367.39572	301
367.41638	302
367.43707	301
367.45776	303
367.47842	307
367.49911	302
367.51981	300
367.54047	298
367.56116	295
367.58182	302
367.60251	293
367.6232	306
367.64386	302
367.66455	302
367.68521	302
367.7059	298
367.72656	305
367.74725	301
367.76794	303
367.7886	297
367.8093	302
367.82996	297
367.85065	303
367.87131	300
367.892	299
367.91266	304
367.93335	298
367.95401	305
367.9747	301
367.99536	301
368.01605	304
368.03671	295
368.05737	301
368.07806	296
368.09872	298
368.11942	301
368.14008	307
368.16077	298
368.18143	301
368.20209	296
368.22278	301
368.24344	303
368.2641	305
368.28479	300
368.30545	304
368.32614	300
368.3468	297
368.36746	294
368.38815	301
368.40881	303
368.42947	301
368.45013	297
368.47083	295
368.49149	299
368.51215	302
368.53284	293
368.5535	299
368.57416	302
368.59482	297
368.61551	294
368.63617	300
368.65683	304
368.67749	302
368.69818	298
368.71884	297
368.7395	301
368.76016	300
368.78082	300
368.80151	297
368.82217	297
368.84283	298
368.86349	301
368.88416	304
368.90482	302
368.92548	294
368.94617	299
368.96683	292
368.98749	303
369.00815	295
369.02881	304
369.04947	301
369.07013	309
369.09079	300
369.11145	302
369.13211	301
369.1528	297
369.17346	294
369.19412	303
369.21478	300
369.23544	301
369.2561	300
369.27676	302
369.29742	300
369.31808	302
369.33875	298
369.35941	295
369.38007	299
369.40073	294
369.42139	295
369.44205	304
369.46268	304
369.48334	298
369.504	303
369.52466	306
369.54532	296
369.56598	303
369.58664	304
369.6073	293
369.62796	303
369.64862	300
369.66928	306
369.68991	300
