Date and Time:                Fri Oct 28 12:32:16.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.18
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



366.96136	299
366.98206	301
367.00275	308
367.02341	302
367.0441	306
367.06479	305
367.08548	303
367.10617	303
367.12683	299
367.14752	297
367.16821	296
367.1889	301
367.20956	299
367.23026	300
367.25095	299
367.27161	302
367.2923	303
367.31299	304
367.33368	299
367.35434	304
367.37503	302
367.39572	307
367.41638	304
367.43707	306
367.45776	300
367.47842	301
367.49911	302
367.51981	298
367.54047	304
367.56116	301
367.58182	308
367.60251	295
367.6232	302
367.64386	302
367.66455	299
367.68521	297
367.7059	303
367.72656	304
367.74725	309
367.76794	298
367.7886	303
367.8093	301
367.82996	305
367.85065	301
367.87131	301
367.892	309
367.91266	305
367.93335	301
367.95401	305
367.9747	302
367.99536	303
368.01605	303
368.03671	297
368.05737	296
368.07806	299
368.09872	302
368.11942	303
368.14008	306
368.16077	301
368.18143	302
368.20209	306
368.22278	303
368.24344	307
368.2641	308
368.28479	299
368.30545	298
368.32614	304
368.3468	302
368.36746	306
368.38815	307
368.40881	301
368.42947	303
368.45013	296
368.47083	303
368.49149	301
368.51215	296
368.53284	301
368.5535	303
368.57416	307
368.59482	300
368.61551	297
368.63617	304
368.65683	304
368.67749	297
368.69818	302
368.71884	311
368.7395	302
368.76016	298
368.78082	295
368.80151	298
368.82217	297
368.84283	303
368.86349	299
368.88416	305
368.90482	298
368.92548	299
368.94617	295
368.96683	303
368.98749	301
369.00815	302
369.02881	302
369.04947	307
369.07013	300
369.09079	301
369.11145	299
369.13211	305
369.1528	307
369.17346	301
369.19412	302
369.21478	302
369.23544	303
369.2561	300
369.27676	303
369.29742	302
369.31808	292
369.33875	301
369.35941	308
369.38007	301
369.40073	309
369.42139	295
369.44205	296
369.46268	301
369.48334	301
369.504	300
369.52466	302
369.54532	302
369.56598	307
369.58664	305
369.6073	304
369.62796	298
369.64862	307
369.66928	296
369.68991	302
