Date and Time:                Fri Oct 28 12:50:39.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.04
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



366.96136	300
366.98206	301
367.00275	304
367.02341	299
367.0441	298
367.06479	302
367.08548	300
367.10617	304
367.12683	302
367.14752	303
367.16821	305
367.1889	301
367.20956	296
367.23026	299
367.25095	308
367.27161	299
367.2923	298
367.31299	302
367.33368	299
367.35434	294
367.37503	301
367.39572	304
367.41638	304
367.43707	300
367.45776	303
367.47842	302
367.49911	295
367.51981	303
367.54047	301
367.56116	306
367.58182	301
367.60251	299
367.6232	296
367.64386	296
367.66455	302
367.68521	303
367.7059	301
367.72656	304
367.74725	302
367.76794	304
367.7886	307
367.8093	302
367.82996	300
367.85065	308
367.87131	304
367.892	303
367.91266	303
367.93335	301
367.95401	301
367.9747	301
367.99536	297
368.01605	305
368.03671	296
368.05737	298
368.07806	299
368.09872	297
368.11942	299
368.14008	300
368.16077	303
368.18143	297
368.20209	302
368.22278	301
368.24344	300
368.2641	303
368.28479	301
368.30545	300
368.32614	298
368.3468	305
368.36746	299
368.38815	301
368.40881	305
368.42947	296
368.45013	303
368.47083	302
368.49149	310
368.51215	298
368.53284	303
368.5535	303
368.57416	297
368.59482	302
368.61551	300
368.63617	296
368.65683	306
368.67749	301
368.69818	298
368.71884	304
368.7395	299
368.76016	301
368.78082	301
368.80151	302
368.82217	297
368.84283	299
368.86349	300
368.88416	306
368.90482	298
368.92548	298
368.94617	306
368.96683	298
368.98749	297
369.00815	301
369.02881	297
369.04947	303
369.07013	304
369.09079	304
369.11145	304
369.13211	307
369.1528	299
369.17346	303
369.19412	297
369.21478	306
369.23544	295
369.2561	299
369.27676	301
369.29742	297
369.31808	300
369.33875	301
369.35941	300
369.38007	297
369.40073	301
369.42139	299
369.44205	305
369.46268	299
369.48334	307
369.504	298
369.52466	299
369.54532	304
369.56598	301
369.58664	296
369.6073	299
369.62796	306
369.64862	298
369.66928	297
369.68991	304
