Date and Time:                Fri Oct 28 12:18:54.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.04
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



366.96136	23614
366.98206	22609
367.00275	22482
367.02341	22490
367.0441	22536
367.06479	22771
367.08548	22697
367.10617	22616
367.12683	22452
367.14752	22439
367.16821	22370
367.1889	22121
367.20956	22094
367.23026	22261
367.25095	22367
367.27161	22240
367.2923	22173
367.31299	22153
367.33368	22320
367.35434	22243
367.37503	22250
367.39572	22219
367.41638	22275
367.43707	22222
367.45776	22203
367.47842	22130
367.49911	22025
367.51981	22060
367.54047	22013
367.56116	22035
367.58182	22163
367.60251	22330
367.6232	22380
367.64386	22188
367.66455	22154
367.68521	22176
367.7059	22268
367.72656	22330
367.74725	22436
367.76794	22466
367.7886	22383
367.8093	22323
367.82996	22282
367.85065	22220
367.87131	22242
367.892	22279
367.91266	22317
367.93335	22477
367.95401	22283
367.9747	22213
367.99536	22162
368.01605	22317
368.03671	22237
368.05737	22340
368.07806	22395
368.09872	22241
368.11942	22127
368.14008	22117
368.16077	22314
368.18143	22408
368.20209	22372
368.22278	22378
368.24344	22341
368.2641	22320
368.28479	22373
368.30545	22261
368.32614	22212
368.3468	22075
368.36746	21932
368.38815	21795
368.40881	21826
368.42947	21723
368.45013	21660
368.47083	21719
368.49149	21696
368.51215	21642
368.53284	21621
368.5535	21597
368.57416	21507
368.59482	21510
368.61551	21590
368.63617	21669
368.65683	21877
368.67749	21926
368.69818	21995
368.71884	21949
368.7395	21988
368.76016	21848
368.78082	21675
368.80151	21647
368.82217	21666
368.84283	21804
368.86349	21668
368.88416	21602
368.90482	21502
368.92548	21458
368.94617	21446
368.96683	21439
368.98749	21687
369.00815	21808
369.02881	21723
369.04947	21535
369.07013	21598
369.09079	21725
369.11145	21974
369.13211	22073
369.1528	22159
369.17346	22183
369.19412	22081
369.21478	21898
369.23544	22045
369.2561	21976
369.27676	21906
369.29742	22003
369.31808	22074
369.33875	22133
369.35941	22139
