Date and Time:                Mon Oct 10 15:36:07.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         100
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              235
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



213.13235	50333
213.15382	49934
213.17529	50453
213.19676	50757
213.21823	50999
213.23969	51229
213.26115	51398
213.28262	51545
213.30409	51699
213.32556	51814
213.34703	51939
213.36848	52028
213.38995	52112
213.41142	52185
213.43289	52281
213.45435	52357
213.47581	52402
213.49728	52459
213.51874	52513
213.54021	52575
213.56168	52611
213.58315	52675
213.6046	52729
213.62607	52768
213.64752	52802
213.66899	52845
213.69046	52860
213.71191	52906
213.73338	52921
213.75485	52966
213.77631	52984
213.79778	53007
213.81923	53019
213.8407	53062
213.86215	53083
213.88362	53088
213.90508	53113
213.92654	53137
213.948	53166
213.96947	53177
213.99092	53193
214.01239	53216
214.03384	53243
214.05531	53250
214.07677	53279
214.09824	53282
214.11969	53289
214.14114	53322
214.16261	53319
214.18407	53325
214.20552	53355
214.22699	53357
214.24844	53365
214.2699	53381
214.29137	53407
214.31282	53417
214.33427	53414
214.35574	53432
214.3772	53426
214.39865	53459
214.4201	53448
214.44157	53466
214.46303	53483
214.48448	53484
214.50594	53498
214.5274	53495
214.54886	53504
214.57031	53510
214.59177	53520
214.61322	53529
214.63467	53517
214.65614	53534
214.6776	53546
214.69905	53560
214.7205	53553
214.74196	53557
214.76341	53547
214.78487	53587
214.80632	53567
214.82777	53571
214.84923	53574
214.87068	53565
214.89214	53597
214.91359	53580
214.93504	53592
214.9565	53593
214.97795	53597
214.9994	53594
215.02086	53613
215.04231	53610
215.06377	53618
215.08522	53618
215.10667	53631
215.12813	53617
215.14958	53626
215.17104	53619
215.19247	53624
215.21393	53632
215.23538	53635
215.25684	53640
215.27829	53639
215.29974	53627
215.32118	53652
215.34264	53637
215.36409	53627
215.38554	53658
215.40698	53635
215.42844	53675
215.44989	53637
215.47134	53666
215.49278	53641
215.51424	53674
215.53569	53641
215.55713	53660
215.57858	53643
215.60004	53646
215.62148	53655
