Date and Time:                Mon Oct 10 15:41:19.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              235
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



213.13235	303
213.15382	310
213.17529	303
213.19676	308
213.21823	295
213.23969	303
213.26115	304
213.28262	303
213.30409	310
213.32556	306
213.34703	302
213.36848	304
213.38995	302
213.41142	300
213.43289	306
213.45435	308
213.47581	303
213.49728	304
213.51874	306
213.54021	312
213.56168	310
213.58315	299
213.6046	302
213.62607	301
213.64752	300
213.66899	302
213.69046	309
213.71191	304
213.73338	300
213.75485	301
213.77631	303
213.79778	298
213.81923	300
213.8407	305
213.86215	306
213.88362	303
213.90508	308
213.92654	295
213.948	307
213.96947	304
213.99092	310
214.01239	304
214.03384	303
214.05531	307
214.07677	304
214.09824	306
214.11969	303
214.14114	303
214.16261	301
214.18407	304
214.20552	305
214.22699	297
214.24844	302
214.2699	303
214.29137	301
214.31282	307
214.33427	300
214.35574	307
214.3772	301
214.39865	305
214.4201	305
214.44157	304
214.46303	300
214.48448	302
214.50594	303
214.5274	299
214.54886	302
214.57031	304
214.59177	303
214.61322	307
214.63467	304
214.65614	310
214.6776	305
214.69905	306
214.7205	304
214.74196	308
214.76341	301
214.78487	304
214.80632	307
214.82777	305
214.84923	307
214.87068	307
214.89214	304
214.91359	307
214.93504	306
214.9565	304
214.97795	307
214.9994	305
215.02086	308
215.04231	305
215.06377	311
215.08522	303
215.10667	304
215.12813	307
215.14958	299
215.17104	308
215.19247	298
215.21393	299
215.23538	309
215.25684	303
215.27829	305
215.29974	301
215.32118	305
215.34264	307
215.36409	304
215.38554	302
215.40698	300
215.42844	307
215.44989	303
215.47134	302
215.49278	312
215.51424	309
215.53569	305
215.55713	306
215.57858	294
215.60004	306
215.62148	304
215.64293	304
215.66438	305
215.68582	299
215.70728	309
215.72871	307
215.75017	305
215.77161	301
215.79306	308
215.81451	304
215.83595	310
215.85741	300
215.87885	300
215.9003	298
215.92174	306
215.94319	305
215.96463	299
