Date and Time:                Mon Oct 10 15:40:36.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              235
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



213.13235	10867
213.15382	10365
213.17529	10390
213.19676	10339
213.21823	10384
213.23969	10462
213.26115	10459
213.28262	10485
213.30409	10432
213.32556	10441
213.34703	10411
213.36848	10321
213.38995	10286
213.41142	10343
213.43289	10336
213.45435	10359
213.47581	10386
213.49728	10392
213.51874	10383
213.54021	10424
213.56168	10336
213.58315	10368
213.6046	10409
213.62607	10384
213.64752	10428
213.66899	10459
213.69046	10442
213.71191	10428
213.73338	10447
213.75485	10420
213.77631	10398
213.79778	10409
213.81923	10388
213.8407	10349
213.86215	10410
213.88362	10364
213.90508	10433
213.92654	10433
213.948	10457
213.96947	10489
213.99092	10443
214.01239	10420
214.03384	10351
214.05531	10359
214.07677	10418
214.09824	10369
214.11969	10412
214.14114	10410
214.16261	10395
214.18407	10478
214.20552	10454
214.22699	10408
214.24844	10432
214.2699	10451
214.29137	10414
214.31282	10483
214.33427	10461
214.35574	10469
214.3772	10530
214.39865	10432
214.4201	10436
214.44157	10447
214.46303	10463
214.48448	10422
214.50594	10414
214.5274	10381
214.54886	10395
214.57031	10357
214.59177	10341
214.61322	10336
214.63467	10298
214.65614	10344
214.6776	10338
214.69905	10312
214.7205	10316
214.74196	10322
214.76341	10269
214.78487	10265
214.80632	10314
214.82777	10318
214.84923	10326
214.87068	10332
214.89214	10365
214.91359	10314
214.93504	10304
214.9565	10384
214.97795	10404
214.9994	10375
215.02086	10323
215.04231	10385
215.06377	10328
215.08522	10321
215.10667	10335
215.12813	10317
215.14958	10384
215.17104	10432
215.19247	10405
215.21393	10369
215.23538	10374
215.25684	10425
215.27829	10398
215.29974	10440
215.32118	10422
215.34264	10456
215.36409	10405
215.38554	10468
215.40698	10471
215.42844	10516
215.44989	10484
215.47134	10453
215.49278	10429
215.51424	10408
215.53569	10454
215.55713	10423
215.57858	10498
215.60004	10468
215.62148	10445
