Date and Time:                Mon Oct 10 15:33:49.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              235
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



213.13235	10875
213.15382	10339
213.17529	10386
213.19676	10352
213.21823	10351
213.23969	10445
213.26115	10463
213.28262	10430
213.30409	10388
213.32556	10395
213.34703	10371
213.36848	10253
213.38995	10301
213.41142	10291
213.43289	10337
213.45435	10342
213.47581	10349
213.49728	10359
213.51874	10371
213.54021	10404
213.56168	10378
213.58315	10399
213.6046	10395
213.62607	10371
213.64752	10357
213.66899	10382
213.69046	10432
213.71191	10433
213.73338	10452
213.75485	10352
213.77631	10437
213.79778	10377
213.81923	10410
213.8407	10353
213.86215	10386
213.88362	10378
213.90508	10379
213.92654	10434
213.948	10445
213.96947	10461
213.99092	10386
214.01239	10407
214.03384	10322
214.05531	10350
214.07677	10349
214.09824	10392
214.11969	10387
214.14114	10396
214.16261	10392
214.18407	10444
214.20552	10421
214.22699	10407
214.24844	10406
214.2699	10423
214.29137	10454
214.31282	10412
214.33427	10430
214.35574	10467
214.3772	10460
214.39865	10446
214.4201	10412
214.44157	10395
214.46303	10451
214.48448	10450
214.50594	10332
214.5274	10356
214.54886	10357
214.57031	10341
214.59177	10367
214.61322	10281
214.63467	10274
214.65614	10293
214.6776	10335
214.69905	10351
214.7205	10316
214.74196	10316
214.76341	10290
214.78487	10265
214.80632	10256
214.82777	10297
214.84923	10318
214.87068	10282
214.89214	10332
214.91359	10283
214.93504	10273
214.9565	10334
214.97795	10391
214.9994	10371
215.02086	10328
215.04231	10352
215.06377	10355
215.08522	10329
215.10667	10329
215.12813	10354
215.14958	10353
215.17104	10370
215.19247	10344
215.21393	10357
215.23538	10384
215.25684	10410
215.27829	10374
215.29974	10370
215.32118	10398
215.34264	10382
215.36409	10415
215.38554	10419
215.40698	10492
215.42844	10512
215.44989	10467
215.47134	10419
215.49278	10410
215.51424	10405
215.53569	10417
215.55713	10403
215.57858	10504
215.60004	10472
215.62148	10359
