Date and Time:                Mon Oct 10 15:41:26.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              235
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



213.13235	306
213.15382	307
213.17529	303
213.19676	303
213.21823	303
213.23969	305
213.26115	302
213.28262	303
213.30409	306
213.32556	301
213.34703	305
213.36848	299
213.38995	303
213.41142	300
213.43289	309
213.45435	308
213.47581	308
213.49728	300
213.51874	305
213.54021	301
213.56168	304
213.58315	303
213.6046	299
213.62607	304
213.64752	302
213.66899	302
213.69046	301
213.71191	302
213.73338	313
213.75485	304
213.77631	306
213.79778	306
213.81923	306
213.8407	301
213.86215	299
213.88362	297
213.90508	308
213.92654	307
213.948	300
213.96947	305
213.99092	303
214.01239	307
214.03384	298
214.05531	301
214.07677	304
214.09824	303
214.11969	300
214.14114	304
214.16261	307
214.18407	299
214.20552	308
214.22699	306
214.24844	303
214.2699	303
214.29137	304
214.31282	308
214.33427	303
214.35574	302
214.3772	308
214.39865	309
214.4201	311
214.44157	303
214.46303	306
214.48448	301
214.50594	305
214.5274	305
214.54886	302
214.57031	304
214.59177	303
214.61322	305
214.63467	307
214.65614	302
214.6776	303
214.69905	305
214.7205	300
214.74196	300
214.76341	304
214.78487	307
214.80632	307
214.82777	299
214.84923	303
214.87068	306
214.89214	300
214.91359	306
214.93504	310
214.9565	304
214.97795	306
214.9994	301
215.02086	304
215.04231	307
215.06377	309
215.08522	305
215.10667	305
215.12813	304
215.14958	308
215.17104	298
215.19247	305
215.21393	309
215.23538	302
215.25684	301
215.27829	301
215.29974	302
215.32118	301
215.34264	308
215.36409	311
215.38554	301
215.40698	305
215.42844	305
215.44989	301
215.47134	302
215.49278	306
215.51424	302
215.53569	306
215.55713	302
215.57858	307
215.60004	307
215.62148	305
215.64293	302
215.66438	297
215.68582	303
215.70728	300
215.72871	306
215.75017	302
215.77161	305
215.79306	305
215.81451	305
215.83595	302
215.85741	303
215.87885	298
215.9003	308
215.92174	302
215.94319	306
215.96463	302
