Date and Time:                Mon Oct 10 15:43:27.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         100
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              235
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



213.13235	523
213.15382	512
213.17529	505
213.19676	492
213.21823	511
213.23969	508
213.26115	493
213.28262	498
213.30409	482
213.32556	497
213.34703	498
213.36848	512
213.38995	491
213.41142	499
213.43289	489
213.45435	491
213.47581	500
213.49728	489
213.51874	516
213.54021	489
213.56168	484
213.58315	487
213.6046	507
213.62607	484
213.64752	473
213.66899	488
213.69046	492
213.71191	484
213.73338	466
213.75485	474
213.77631	468
213.79778	481
213.81923	478
213.8407	490
213.86215	488
213.88362	500
213.90508	491
213.92654	499
213.948	502
213.96947	507
213.99092	476
214.01239	496
214.03384	475
214.05531	483
214.07677	497
214.09824	500
214.11969	485
214.14114	466
214.16261	501
214.18407	477
214.20552	478
214.22699	489
214.24844	478
214.2699	494
214.29137	491
214.31282	492
214.33427	490
214.35574	524
214.3772	481
214.39865	471
214.4201	484
214.44157	461
214.46303	514
214.48448	481
214.50594	473
214.5274	466
214.54886	481
214.57031	487
214.59177	507
214.61322	484
214.63467	470
214.65614	476
214.6776	502
214.69905	472
214.7205	485
214.74196	489
214.76341	477
214.78487	466
214.80632	478
214.82777	475
214.84923	467
214.87068	481
214.89214	466
214.91359	464
214.93504	462
214.9565	468
214.97795	464
214.9994	477
215.02086	468
215.04231	471
215.06377	466
215.08522	454
215.10667	479
215.12813	466
215.14958	455
215.17104	471
215.19247	706
215.21393	623
215.23538	489
215.25684	458
215.27829	466
215.29974	455
215.32118	470
215.34264	467
215.36409	458
215.38554	455
215.40698	450
215.42844	463
215.44989	473
215.47134	492
215.49278	450
215.51424	462
215.53569	447
215.55713	456
215.57858	475
215.60004	462
215.62148	457
215.64293	476
215.66438	455
215.68582	464
215.70728	452
215.72871	452
215.75017	455
215.77161	460
215.79306	457
215.81451	486
215.83595	461
215.85741	453
215.87885	451
215.9003	480
215.92174	452
215.94319	460
215.96463	439
215.98608	458
