# wl center%tx left%tx right%tx top%tx bottom%tx
 383.90272  0.00079 -0.00095 -0.00095 -0.00221 -0.00300
 383.92325 -0.00173 -0.00047  0.00047 -0.00016 -0.00173
 383.94377 -0.00016  0.00000  0.00047  0.00016  0.00016
 383.96430 -0.00126  0.00016 -0.00220 -0.00189 -0.00063
 383.98486 -0.00016 -0.00079  0.00126 -0.00126 -0.00032
 384.00539 -0.00235 -0.00141 -0.00141 -0.00141 -0.00267
 384.02591  0.00000 -0.00047  0.00142  0.00110  0.00110
 384.04643 -0.00094  0.00016  0.00110 -0.00110 -0.00110
 384.06696  0.00000 -0.00047  0.00109  0.00063  0.00141
 384.08752 -0.00063  0.00094  0.00079  0.00063  0.00000
 384.10805  0.00141  0.00110  0.00000 -0.00047 -0.00031
 384.12858 -0.00063 -0.00095 -0.00032 -0.00016 -0.00063
 384.14910 -0.00157 -0.00220 -0.00346 -0.00220 -0.00346
 384.16962 -0.00142  0.00000 -0.00032 -0.00253 -0.00095
 384.19015 -0.00032  0.00208  0.00303  0.00208  0.00064
 384.21071  0.00111  0.00048  0.00016 -0.00079 -0.00222
 384.23124 -0.00096  0.00000 -0.00032  0.00112  0.00175
 384.25176  0.00047  0.00047 -0.00032  0.00016  0.00016
 384.27229 -0.00047 -0.00189  0.00047 -0.00047 -0.00032
 384.29281  0.00031 -0.00047 -0.00047  0.00031 -0.00205
 384.31334 -0.00094 -0.00157  0.00016  0.00047  0.00016
 384.33387 -0.00032  0.00000 -0.00047 -0.00095  0.00032
 384.35439 -0.00047 -0.00063  0.00031 -0.00031 -0.00157
 384.37492  0.00095 -0.00032 -0.00063  0.00016  0.00205
 384.39545 -0.00047  0.00125  0.00282 -0.00016  0.00063
 384.41597  0.00063  0.00078  0.00000 -0.00110 -0.00063
 384.43650 -0.00031 -0.00110 -0.00094  0.00047 -0.00094
 384.45703 -0.00202 -0.00093 -0.00202 -0.00140 -0.00202
 384.47758  0.00016 -0.00047  0.00000 -0.00140 -0.00016
 384.49811 -0.00031  0.00016  0.00078 -0.00078 -0.00109
 384.51864 -0.00078 -0.00156 -0.00078  0.00094 -0.00203
 384.53916 -0.00172  0.00016  0.00125  0.00125 -0.00078
 384.55969  0.00078 -0.00078  0.00047  0.00047  0.00140
 384.58021  0.00126 -0.00094 -0.00047 -0.00110 -0.00142
 384.60074  0.00047  0.00063 -0.00126  0.00141  0.00126
