Date and Time:                Thu Apr 7 12:46:14.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



379.05273	307
379.06155	300
379.0704	304
379.07925	298
379.08807	307
379.09692	303
379.10577	307
379.11459	305
379.12344	301
379.13229	303
379.14111	297
379.14996	307
379.15881	301
379.16763	298
379.17648	308
379.18533	303
379.19415	299
379.203	293
379.21182	306
379.22067	301
379.22949	304
379.23834	308
379.24719	299
379.25601	298
379.26486	307
379.27368	303
379.28253	307
379.29135	304
379.3002	304
379.30902	300
379.31787	303
379.32672	310
379.33554	302
379.34439	305
379.35321	300
379.36206	307
379.37088	296
379.37973	304
379.38855	307
379.39737	302
379.40622	304
379.41504	307
379.42389	299
379.43271	306
379.44156	302
379.45038	307
379.45923	302
379.46805	304
379.47687	302
379.48572	309
379.49454	302
379.50339	306
379.51221	307
379.52103	301
379.52988	301
379.5387	303
379.54755	301
379.55637	303
379.56519	302
379.57404	308
379.58286	304
379.59167	309
379.60052	305
379.60934	302
379.61816	300
379.62701	298
379.63583	306
379.64465	305
379.6535	308
379.66232	304
379.67114	304
379.67996	306
379.68881	308
379.69763	303
379.70645	311
379.7153	303
379.72412	303
379.73294	310
379.74176	302
379.75061	307
379.75943	311
379.76825	301
379.77707	304
379.78589	307
379.79474	297
379.80356	301
379.81238	299
379.8212	307
379.83002	302
379.83887	305
379.84769	308
379.85651	304
379.86533	309
379.87415	302
379.88297	306
379.89182	300
379.90063	303
379.90945	303
379.91827	303
379.92709	302
379.93591	307
379.94473	309
379.95355	303
379.96237	304
379.97122	299
379.98004	310
379.98886	307
379.99768	300
380.0065	302
380.01532	302
380.02414	303
380.03296	300
380.04178	299
380.0506	303
380.05942	302
380.06824	305
380.07706	307
380.08588	302
380.0947	306
380.10352	307
380.11234	305
380.12115	299
380.12997	307
380.13879	307
380.14761	307
380.15643	299
380.16525	308
380.17407	304
380.18289	307
380.19171	304
380.20053	303
380.20935	309
380.21817	302
380.22699	312
