Date and Time:                Thu Apr 7 12:45:40.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



379.05273	306
379.06155	303
379.0704	305
379.07925	302
379.08807	306
379.09692	304
379.10577	307
379.11459	304
379.12344	302
379.13229	305
379.14111	305
379.14996	300
379.15881	304
379.16763	306
379.17648	303
379.18533	312
379.19415	300
379.203	301
379.21182	300
379.22067	308
379.22949	301
379.23834	298
379.24719	302
379.25601	305
379.26486	304
379.27368	294
379.28253	298
379.29135	297
379.3002	294
379.30902	305
379.31787	302
379.32672	297
379.33554	297
379.34439	302
379.35321	304
379.36206	301
379.37088	301
379.37973	297
379.38855	300
379.39737	302
379.40622	304
379.41504	300
379.42389	301
379.43271	299
379.44156	305
379.45038	297
379.45923	304
379.46805	302
379.47687	301
379.48572	306
379.49454	304
379.50339	307
379.51221	302
379.52103	303
379.52988	300
379.5387	303
379.54755	299
379.55637	300
379.56519	303
379.57404	302
379.58286	298
379.59167	304
379.60052	301
379.60934	303
379.61816	304
379.62701	307
379.63583	297
379.64465	300
379.6535	304
379.66232	306
379.67114	305
379.67996	305
379.68881	297
379.69763	301
379.70645	306
379.7153	298
379.72412	305
379.73294	303
379.74176	300
379.75061	298
379.75943	302
379.76825	302
379.77707	299
379.78589	304
379.79474	300
379.80356	295
379.81238	303
379.8212	303
379.83002	307
379.83887	294
379.84769	299
379.85651	306
379.86533	301
379.87415	302
379.88297	301
379.89182	302
379.90063	299
379.90945	302
379.91827	303
379.92709	305
379.93591	300
379.94473	306
379.95355	304
379.96237	299
379.97122	306
379.98004	303
379.98886	306
379.99768	302
380.0065	302
380.01532	302
380.02414	300
380.03296	306
380.04178	297
380.0506	301
380.05942	301
380.06824	305
380.07706	305
380.08588	304
380.0947	299
380.10352	298
380.11234	303
380.12115	305
380.12997	303
380.13879	308
380.14761	303
380.15643	299
380.16525	301
380.17407	295
380.18289	297
380.19171	300
380.20053	300
380.20935	294
380.21817	305
