Date and Time:                Thu Apr 7 12:45:16.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



379.05273	305
379.06155	302
379.0704	306
379.07925	305
379.08807	303
379.09692	306
379.10577	307
379.11459	303
379.12344	305
379.13229	299
379.14111	303
379.14996	302
379.15881	299
379.16763	307
379.17648	302
379.18533	303
379.19415	301
379.203	301
379.21182	304
379.22067	302
379.22949	303
379.23834	307
379.24719	308
379.25601	304
379.26486	304
379.27368	309
379.28253	304
379.29135	310
379.3002	304
379.30902	305
379.31787	303
379.32672	301
379.33554	298
379.34439	301
379.35321	307
379.36206	302
379.37088	300
379.37973	307
379.38855	306
379.39737	305
379.40622	299
379.41504	306
379.42389	307
379.43271	291
379.44156	299
379.45038	303
379.45923	302
379.46805	303
379.47687	302
379.48572	301
379.49454	302
379.50339	304
379.51221	303
379.52103	296
379.52988	303
379.5387	299
379.54755	298
379.55637	307
379.56519	304
379.57404	300
379.58286	306
379.59167	306
379.60052	302
379.60934	300
379.61816	306
379.62701	299
379.63583	302
379.64465	301
379.6535	308
379.66232	303
379.67114	305
379.67996	302
379.68881	304
379.69763	303
379.70645	304
379.7153	303
379.72412	306
379.73294	306
379.74176	306
379.75061	303
379.75943	303
379.76825	298
379.77707	297
379.78589	299
379.79474	302
379.80356	303
379.81238	307
379.8212	306
379.83002	303
379.83887	303
379.84769	297
379.85651	308
379.86533	303
379.87415	302
379.88297	302
379.89182	304
379.90063	307
379.90945	299
379.91827	299
379.92709	300
379.93591	303
379.94473	302
379.95355	298
379.96237	298
379.97122	300
379.98004	307
379.98886	304
379.99768	302
380.0065	298
380.01532	303
380.02414	300
380.03296	307
380.04178	299
380.0506	301
380.05942	304
380.06824	309
380.07706	303
380.08588	301
380.0947	304
380.10352	292
380.11234	304
380.12115	305
380.12997	299
380.13879	301
380.14761	301
380.15643	298
380.16525	299
380.17407	304
380.18289	306
380.19171	306
380.20053	301
380.20935	296
380.21817	304
