Date and Time:                Thu Apr 7 12:36:01.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



379.05273	36655
379.06155	35175
379.0704	35480
379.07925	35500
379.08807	35474
379.09692	35644
379.10577	35132
379.11459	35238
379.12344	35563
379.13229	35575
379.14111	35421
379.14996	35363
379.15881	35180
379.16763	35306
379.17648	35135
379.18533	35122
379.19415	35248
379.203	35584
379.21182	35670
379.22067	35571
379.22949	35369
379.23834	35191
379.24719	35129
379.25601	35122
379.26486	34929
379.27368	34858
379.28253	35152
379.29135	34977
379.3002	34955
379.30902	34949
379.31787	34888
379.32672	34736
379.33554	34882
379.34439	35026
379.35321	34687
379.36206	34828
379.37088	34737
379.37973	34671
379.38855	34577
379.39737	34795
379.40622	34544
379.41504	34783
379.42389	34920
379.43271	35160
379.44156	34970
379.45038	34782
379.45923	34698
379.46805	34778
379.47687	34935
379.48572	35028
379.49454	35297
379.50339	35312
379.51221	35142
379.52103	35260
379.52988	35308
379.5387	35264
379.54755	35174
379.55637	35182
379.56519	35327
379.57404	35514
379.58286	35313
379.59167	35118
379.60052	35137
379.60934	35202
379.61816	34972
379.62701	34959
379.63583	34948
379.64465	34941
379.6535	34808
379.66232	34825
379.67114	34932
379.67996	34975
379.68881	35141
379.69763	35092
379.70645	35301
379.7153	35142
379.72412	35102
379.73294	35122
379.74176	35056
379.75061	34988
379.75943	35036
379.76825	34753
379.77707	35001
379.78589	34825
379.79474	34729
379.80356	34663
379.81238	34815
379.8212	34864
379.83002	34736
379.83887	34742
379.84769	34826
379.85651	34676
379.86533	34614
379.87415	34669
379.88297	34866
379.89182	35000
379.90063	34976
379.90945	34895
379.91827	34956
379.92709	34826
379.93591	34778
379.94473	34793
379.95355	34883
379.96237	34781
379.97122	34787
379.98004	34708
379.98886	34664
379.99768	34615
380.0065	34710
380.01532	34880
380.02414	35092
380.03296	35122
380.04178	35093
380.0506	35117
380.05942	34973
380.06824	35073
380.07706	35213
