Date and Time:                Thu Apr 7 12:40:39.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



379.05273	36570
379.06155	35134
379.0704	35450
379.07925	35457
379.08807	35428
379.09692	35561
379.10577	35122
379.11459	35225
379.12344	35450
379.13229	35473
379.14111	35296
379.14996	35257
379.15881	35105
379.16763	35311
379.17648	35205
379.18533	35085
379.19415	35206
379.203	35594
379.21182	35567
379.22067	35488
379.22949	35336
379.23834	35126
379.24719	35007
379.25601	35118
379.26486	34856
379.27368	34818
379.28253	35011
379.29135	34946
379.3002	34937
379.30902	34845
379.31787	34884
379.32672	34730
379.33554	34825
379.34439	35018
379.35321	34706
379.36206	34786
379.37088	34724
379.37973	34703
379.38855	34589
379.39737	34629
379.40622	34474
379.41504	34654
379.42389	34891
379.43271	35103
379.44156	34914
379.45038	34816
379.45923	34649
379.46805	34781
379.47687	34848
379.48572	34936
379.49454	35230
379.50339	35274
379.51221	35031
379.52103	35167
379.52988	35241
379.5387	35174
379.54755	35136
379.55637	35137
379.56519	35297
379.57404	35397
379.58286	35236
379.59167	35085
379.60052	35050
379.60934	35184
379.61816	34905
379.62701	34909
379.63583	34933
379.64465	34910
379.6535	34713
379.66232	34761
379.67114	34916
379.67996	34870
379.68881	35036
379.69763	35035
379.70645	35163
379.7153	35093
379.72412	35037
379.73294	35105
379.74176	35056
379.75061	34949
379.75943	34984
379.76825	34666
379.77707	35054
379.78589	34843
379.79474	34773
379.80356	34621
379.81238	34768
379.8212	34821
379.83002	34575
379.83887	34759
379.84769	34742
379.85651	34554
379.86533	34490
379.87415	34640
379.88297	34820
379.89182	34884
379.90063	34971
379.90945	34908
379.91827	34874
379.92709	34762
379.93591	34725
379.94473	34781
379.95355	34944
379.96237	34714
379.97122	34764
379.98004	34655
379.98886	34711
379.99768	34612
380.0065	34644
380.01532	34882
380.02414	35025
380.03296	35123
380.04178	35020
380.0506	35095
380.05942	34949
380.06824	35005
380.07706	35194
