Date and Time:                Thu Apr 7 12:36:27.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



379.05273	306
379.06155	306
379.0704	313
379.07925	304
379.08807	311
379.09692	305
379.10577	309
379.11459	305
379.12344	302
379.13229	312
379.14111	307
379.14996	299
379.15881	303
379.16763	304
379.17648	302
379.18533	312
379.19415	309
379.203	308
379.21182	306
379.22067	302
379.22949	308
379.23834	306
379.24719	313
379.25601	304
379.26486	303
379.27368	306
379.28253	309
379.29135	309
379.3002	302
379.30902	307
379.31787	305
379.32672	310
379.33554	305
379.34439	311
379.35321	305
379.36206	306
379.37088	308
379.37973	310
379.38855	301
379.39737	310
379.40622	310
379.41504	302
379.42389	301
379.43271	306
379.44156	301
379.45038	310
379.45923	305
379.46805	301
379.47687	306
379.48572	305
379.49454	306
379.50339	303
379.51221	305
379.52103	307
379.52988	305
379.5387	304
379.54755	304
379.55637	307
379.56519	307
379.57404	309
379.58286	309
379.59167	307
379.60052	308
379.60934	306
379.61816	308
379.62701	309
379.63583	305
379.64465	307
379.6535	313
379.66232	302
379.67114	304
379.67996	305
379.68881	303
379.69763	303
379.70645	301
379.7153	310
379.72412	299
379.73294	308
379.74176	313
379.75061	298
379.75943	308
379.76825	307
379.77707	310
379.78589	306
379.79474	302
379.80356	306
379.81238	303
379.8212	305
379.83002	306
379.83887	307
379.84769	311
379.85651	313
379.86533	303
379.87415	307
379.88297	305
379.89182	306
379.90063	303
379.90945	299
379.91827	310
379.92709	307
379.93591	304
379.94473	310
379.95355	309
379.96237	311
379.97122	302
379.98004	315
379.98886	307
379.99768	306
380.0065	308
380.01532	306
380.02414	308
380.03296	312
380.04178	308
380.0506	306
380.05942	306
380.06824	310
380.07706	308
380.08588	305
380.0947	308
380.10352	310
380.11234	303
380.12115	307
380.12997	313
380.13879	304
380.14761	309
380.15643	303
380.16525	308
380.17407	307
380.18289	310
380.19171	303
380.20053	302
380.20935	304
380.21817	299
380.22699	313
