Date and Time:                Thu Apr 7 12:39:03.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



379.05273	313
379.06155	309
379.0704	301
379.07925	305
379.08807	307
379.09692	304
379.10577	310
379.11459	300
379.12344	308
379.13229	304
379.14111	308
379.14996	309
379.15881	302
379.16763	303
379.17648	311
379.18533	306
379.19415	307
379.203	303
379.21182	300
379.22067	307
379.22949	304
379.23834	303
379.24719	307
379.25601	304
379.26486	308
379.27368	304
379.28253	309
379.29135	307
379.3002	307
379.30902	305
379.31787	306
379.32672	311
379.33554	303
379.34439	304
379.35321	309
379.36206	306
379.37088	303
379.37973	303
379.38855	306
379.39737	307
379.40622	307
379.41504	306
379.42389	312
379.43271	304
379.44156	305
379.45038	302
379.45923	307
379.46805	309
379.47687	302
379.48572	304
379.49454	306
379.50339	306
379.51221	308
379.52103	307
379.52988	309
379.5387	299
379.54755	311
379.55637	303
379.56519	303
379.57404	309
379.58286	309
379.59167	306
379.60052	306
379.60934	306
379.61816	302
379.62701	308
379.63583	306
379.64465	302
379.6535	305
379.66232	305
379.67114	302
379.67996	308
379.68881	302
379.69763	310
379.70645	304
379.7153	312
379.72412	310
379.73294	305
379.74176	309
379.75061	307
379.75943	306
379.76825	302
379.77707	306
379.78589	309
379.79474	308
379.80356	309
379.81238	301
379.8212	302
379.83002	300
379.83887	309
379.84769	307
379.85651	305
379.86533	309
379.87415	299
379.88297	301
379.89182	306
379.90063	310
379.90945	300
379.91827	304
379.92709	306
379.93591	300
379.94473	305
379.95355	302
379.96237	307
379.97122	303
379.98004	305
379.98886	306
379.99768	297
380.0065	302
380.01532	307
380.02414	309
380.03296	307
380.04178	309
380.0506	310
380.05942	303
380.06824	300
380.07706	307
380.08588	308
380.0947	304
380.10352	306
380.11234	302
380.12115	303
380.12997	299
380.13879	308
380.14761	307
380.15643	305
380.16525	309
380.17407	297
380.18289	317
380.19171	305
380.20053	301
380.20935	302
380.21817	311
380.22699	308
