Date and Time:                Thu Apr 7 12:40:04.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



379.05273	305
379.06155	312
379.0704	309
379.07925	306
379.08807	313
379.09692	313
379.10577	306
379.11459	301
379.12344	311
379.13229	304
379.14111	305
379.14996	307
379.15881	301
379.16763	299
379.17648	308
379.18533	307
379.19415	313
379.203	309
379.21182	304
379.22067	311
379.22949	308
379.23834	298
379.24719	308
379.25601	310
379.26486	301
379.27368	310
379.28253	303
379.29135	310
379.3002	305
379.30902	307
379.31787	308
379.32672	303
379.33554	311
379.34439	303
379.35321	310
379.36206	308
379.37088	309
379.37973	307
379.38855	310
379.39737	311
379.40622	310
379.41504	308
379.42389	308
379.43271	308
379.44156	310
379.45038	303
379.45923	303
379.46805	313
379.47687	308
379.48572	302
379.49454	307
379.50339	305
379.51221	305
379.52103	307
379.52988	312
379.5387	300
379.54755	304
379.55637	309
379.56519	307
379.57404	308
379.58286	301
379.59167	305
379.60052	307
379.60934	307
379.61816	300
379.62701	306
379.63583	309
379.64465	301
379.6535	309
379.66232	306
379.67114	304
379.67996	306
379.68881	303
379.69763	304
379.70645	303
379.7153	301
379.72412	306
379.73294	311
379.74176	307
379.75061	309
379.75943	311
379.76825	308
379.77707	308
379.78589	301
379.79474	307
379.80356	309
379.81238	310
379.8212	311
379.83002	310
379.83887	312
379.84769	309
379.85651	305
379.86533	309
379.87415	299
379.88297	307
379.89182	309
379.90063	305
379.90945	308
379.91827	306
379.92709	303
379.93591	307
379.94473	308
379.95355	305
379.96237	309
379.97122	308
379.98004	306
379.98886	314
379.99768	310
380.0065	306
380.01532	305
380.02414	302
380.03296	314
380.04178	296
380.0506	311
380.05942	308
380.06824	309
380.07706	312
380.08588	302
380.0947	307
380.10352	304
380.11234	309
380.12115	309
380.12997	307
380.13879	306
380.14761	312
380.15643	310
380.16525	304
380.17407	309
380.18289	303
380.19171	315
380.20053	302
380.20935	303
380.21817	301
380.22699	308
