Date and Time:                Thu Apr 7 12:36:41.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



379.05273	302
379.06155	301
379.0704	304
379.07925	306
379.08807	305
379.09692	302
379.10577	305
379.11459	307
379.12344	303
379.13229	302
379.14111	312
379.14996	305
379.15881	311
379.16763	305
379.17648	304
379.18533	308
379.19415	311
379.203	304
379.21182	303
379.22067	304
379.22949	308
379.23834	310
379.24719	304
379.25601	306
379.26486	309
379.27368	307
379.28253	309
379.29135	306
379.3002	308
379.30902	307
379.31787	307
379.32672	308
379.33554	305
379.34439	304
379.35321	313
379.36206	305
379.37088	313
379.37973	312
379.38855	300
379.39737	305
379.40622	305
379.41504	310
379.42389	300
379.43271	303
379.44156	307
379.45038	302
379.45923	303
379.46805	311
379.47687	312
379.48572	304
379.49454	306
379.50339	305
379.51221	306
379.52103	304
379.52988	308
379.5387	296
379.54755	304
379.55637	297
379.56519	301
379.57404	311
379.58286	311
379.59167	310
379.60052	305
379.60934	302
379.61816	309
379.62701	310
379.63583	307
379.64465	303
379.6535	302
379.66232	305
379.67114	313
379.67996	304
379.68881	303
379.69763	301
379.70645	304
379.7153	311
379.72412	306
379.73294	308
379.74176	308
379.75061	300
379.75943	311
379.76825	301
379.77707	303
379.78589	302
379.79474	311
379.80356	304
379.81238	306
379.8212	301
379.83002	307
379.83887	301
379.84769	306
379.85651	306
379.86533	301
379.87415	308
379.88297	307
379.89182	301
379.90063	304
379.90945	311
379.91827	304
379.92709	300
379.93591	309
379.94473	310
379.95355	306
379.96237	302
379.97122	299
379.98004	312
379.98886	311
379.99768	305
380.0065	300
380.01532	311
380.02414	307
380.03296	312
380.04178	308
380.0506	309
380.05942	311
380.06824	305
380.07706	309
380.08588	308
380.0947	305
380.10352	301
380.11234	309
380.12115	304
380.12997	308
380.13879	305
380.14761	307
380.15643	307
380.16525	306
380.17407	306
380.18289	311
380.19171	306
380.20053	308
380.20935	303
380.21817	305
380.22699	300
