Date and Time:                Thu Apr 7 12:45:34.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



379.05273	306
379.06155	297
379.0704	300
379.07925	302
379.08807	302
379.09692	305
379.10577	302
379.11459	312
379.12344	297
379.13229	305
379.14111	305
379.14996	301
379.15881	295
379.16763	304
379.17648	304
379.18533	301
379.19415	299
379.203	305
379.21182	306
379.22067	306
379.22949	299
379.23834	304
379.24719	306
379.25601	299
379.26486	306
379.27368	301
379.28253	304
379.29135	298
379.3002	300
379.30902	304
379.31787	303
379.32672	303
379.33554	305
379.34439	304
379.35321	305
379.36206	301
379.37088	308
379.37973	300
379.38855	295
379.39737	306
379.40622	304
379.41504	299
379.42389	300
379.43271	306
379.44156	304
379.45038	305
379.45923	305
379.46805	304
379.47687	304
379.48572	297
379.49454	304
379.50339	298
379.51221	299
379.52103	296
379.52988	300
379.5387	300
379.54755	299
379.55637	301
379.56519	303
379.57404	305
379.58286	302
379.59167	294
379.60052	305
379.60934	301
379.61816	302
379.62701	297
379.63583	304
379.64465	302
379.6535	304
379.66232	305
379.67114	301
379.67996	307
379.68881	307
379.69763	307
379.70645	301
379.7153	299
379.72412	304
379.73294	302
379.74176	305
379.75061	304
379.75943	300
379.76825	301
379.77707	302
379.78589	306
379.79474	302
379.80356	305
379.81238	298
379.8212	302
379.83002	295
379.83887	302
379.84769	302
379.85651	299
379.86533	302
379.87415	305
379.88297	302
379.89182	296
379.90063	304
379.90945	299
379.91827	300
379.92709	300
379.93591	304
379.94473	302
379.95355	306
379.96237	303
379.97122	307
379.98004	298
379.98886	304
379.99768	300
380.0065	304
380.01532	304
380.02414	305
380.03296	303
380.04178	302
380.0506	301
380.05942	302
380.06824	304
380.07706	302
380.08588	299
380.0947	301
380.10352	306
380.11234	300
380.12115	305
380.12997	300
380.13879	299
380.14761	305
380.15643	301
380.16525	302
380.17407	302
380.18289	305
380.19171	303
380.20053	306
380.20935	305
380.21817	305
