Date and Time:                Thu Apr 7 12:36:07.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



379.05273	36818
379.06155	35520
379.0704	35855
379.07925	35840
379.08807	35765
379.09692	35922
379.10577	35503
379.11459	35578
379.12344	35835
379.13229	35945
379.14111	35749
379.14996	35678
379.15881	35480
379.16763	35654
379.17648	35511
379.18533	35428
379.19415	35645
379.203	35948
379.21182	35937
379.22067	35963
379.22949	35735
379.23834	35546
379.24719	35432
379.25601	35437
379.26486	35281
379.27368	35222
379.28253	35423
379.29135	35332
379.3002	35284
379.30902	35227
379.31787	35290
379.32672	35096
379.33554	35230
379.34439	35377
379.35321	35095
379.36206	35180
379.37088	35159
379.37973	35079
379.38855	34953
379.39737	35084
379.40622	34897
379.41504	35075
379.42389	35271
379.43271	35391
379.44156	35381
379.45038	35240
379.45923	35099
379.46805	35133
379.47687	35267
379.48572	35282
379.49454	35598
379.50339	35665
379.51221	35497
379.52103	35677
379.52988	35592
379.5387	35575
379.54755	35605
379.55637	35477
379.56519	35664
379.57404	35799
379.58286	35572
379.59167	35461
379.60052	35500
379.60934	35555
379.61816	35401
379.62701	35318
379.63583	35315
379.64465	35344
379.6535	35088
379.66232	35146
379.67114	35369
379.67996	35313
379.68881	35429
379.69763	35401
379.70645	35550
379.7153	35456
379.72412	35434
379.73294	35528
379.74176	35459
379.75061	35317
379.75943	35382
379.76825	35184
379.77707	35386
379.78589	35166
379.79474	35039
379.80356	35054
379.81238	35165
379.8212	35242
379.83002	34992
379.83887	35112
379.84769	35233
379.85651	34919
379.86533	34920
379.87415	35061
379.88297	35199
379.89182	35290
379.90063	35311
379.90945	35323
379.91827	35342
379.92709	35168
379.93591	35117
379.94473	35132
379.95355	35232
379.96237	35142
379.97122	35233
379.98004	35054
379.98886	35010
379.99768	34975
380.0065	35064
380.01532	35216
380.02414	35340
380.03296	35458
380.04178	35476
380.0506	35456
380.05942	35283
380.06824	35387
380.07706	35708
