Date and Time:                Thu Apr 7 12:37:04.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.3
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              388
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



379.05273	36824
379.06155	35512
379.0704	35891
379.07925	35909
379.08807	35779
379.09692	35951
379.10577	35572
379.11459	35644
379.12344	35853
379.13229	35894
379.14111	35791
379.14996	35674
379.15881	35550
379.16763	35788
379.17648	35602
379.18533	35466
379.19415	35623
379.203	35933
379.21182	36053
379.22067	35947
379.22949	35775
379.23834	35627
379.24719	35506
379.25601	35541
379.26486	35255
379.27368	35201
379.28253	35499
379.29135	35352
379.3002	35276
379.30902	35225
379.31787	35224
379.32672	35173
379.33554	35220
379.34439	35366
379.35321	35132
379.36206	35179
379.37088	35125
379.37973	35041
379.38855	35068
379.39737	35122
379.40622	34950
379.41504	35151
379.42389	35300
379.43271	35479
379.44156	35345
379.45038	35231
379.45923	35076
379.46805	35155
379.47687	35243
379.48572	35416
379.49454	35606
379.50339	35676
379.51221	35448
379.52103	35533
379.52988	35576
379.5387	35584
379.54755	35546
379.55637	35574
379.56519	35768
379.57404	35842
379.58286	35671
379.59167	35569
379.60052	35542
379.60934	35552
379.61816	35346
379.62701	35324
379.63583	35368
379.64465	35300
379.6535	35107
379.66232	35190
379.67114	35338
379.67996	35339
379.68881	35536
379.69763	35441
379.70645	35652
379.7153	35469
379.72412	35503
379.73294	35524
379.74176	35405
379.75061	35330
379.75943	35483
379.76825	35195
379.77707	35332
379.78589	35204
379.79474	35112
379.80356	35033
379.81238	35176
379.8212	35262
379.83002	34998
379.83887	35123
379.84769	35231
379.85651	35019
379.86533	34997
379.87415	35069
379.88297	35193
379.89182	35306
379.90063	35398
379.90945	35229
379.91827	35286
379.92709	35178
379.93591	35092
379.94473	35220
379.95355	35276
379.96237	35150
379.97122	35188
379.98004	35016
379.98886	35053
379.99768	34933
380.0065	35014
380.01532	35156
380.02414	35389
380.03296	35421
380.04178	35408
380.0506	35522
380.05942	35342
380.06824	35323
380.07706	35638
