# wl(nm) oob_tx(%)
3.790511900000000196e+02 2.203594317197664094e-03
3.790717600000000402e+02 2.214539473684210523e-03
3.790923000000000229e+02 2.213417146848263226e-03
3.791128699999999867e+02 2.214618506418810327e-03
3.791334100000000262e+02 2.223775443746273985e-03
3.791539500000000089e+02 2.217786588835654951e-03
3.791745099999999979e+02 2.237412116816466477e-03
3.791950500000000375e+02 2.242102868882530319e-03
3.792155900000000202e+02 2.252493553922243087e-03
3.792361600000000408e+02 2.233665940423661816e-03
3.792567000000000235e+02 2.254544788825220240e-03
3.792772400000000061e+02 2.259129031962381871e-03
3.792978100000000268e+02 2.258689363575496455e-03
3.793183400000000347e+02 2.273598593741417515e-03
3.793388800000000174e+02 2.260093310889930030e-03
3.793594500000000380e+02 2.274612536003291739e-03
3.793799900000000207e+02 2.301947757371771569e-03
3.794005300000000034e+02 2.278848085316191596e-03
3.794210699999999861e+02 2.288216137142857435e-03
3.794416300000000319e+02 2.307646478306956111e-03
3.794621700000000146e+02 2.303191590147208451e-03
3.794827099999999973e+02 2.305637055791333496e-03
3.795032500000000368e+02 2.305740826668850694e-03
3.795238200000000006e+02 2.337918802523877241e-03
3.795443600000000401e+02 2.308889818638241130e-03
3.795649000000000228e+02 2.326870898347084635e-03
3.795854300000000308e+02 2.353846265541338200e-03
3.796059700000000134e+02 2.328896230011072259e-03
3.796265400000000341e+02 2.339060169115181071e-03
3.796470800000000168e+02 2.349965385382120613e-03
3.796676199999999994e+02 2.366151416695406410e-03
3.796881600000000390e+02 2.366273586614030689e-03
3.797086899999999901e+02 2.372803999891307490e-03
3.797292300000000296e+02 2.374620754597394148e-03
3.797497700000000123e+02 2.382299170476930364e-03
3.797703400000000329e+02 2.387061548763052578e-03
3.797908800000000156e+02 2.400010480286220247e-03
3.798114199999999983e+02 2.398538535828075892e-03
3.798319500000000062e+02 2.409943612923015621e-03
3.798524899999999889e+02 2.415202206876656404e-03
3.798730300000000284e+02 2.439141728448509117e-03
3.798935700000000111e+02 2.440313997716053816e-03
3.799141099999999938e+02 2.431005310053101220e-03
3.799346500000000333e+02 2.444030567292996246e-03
3.799551800000000412e+02 2.459058728520795416e-03
3.799757200000000239e+02 2.471865931800869276e-03
3.799962600000000066e+02 2.478657076059012816e-03
3.800167999999999893e+02 2.490999838706786998e-03
3.800373700000000099e+02 2.496921724465813765e-03
3.800579099999999926e+02 2.493432466811186347e-03
3.800784400000000005e+02 2.508280222831246395e-03
3.800989800000000400e+02 2.524363003311288697e-03
3.801195200000000227e+02 2.536567841136688501e-03
3.801400300000000243e+02 2.540182233164997930e-03
3.801605700000000070e+02 2.539788409123511833e-03
3.801811099999999897e+02 2.572063275211216964e-03
3.802016399999999976e+02 2.569992197519349944e-03
3.802221800000000371e+02 2.589013953488372276e-03
3.802427200000000198e+02 2.614054702968078917e-03
3.802632600000000025e+02 2.623835655693663570e-03
3.802838000000000420e+02 2.602708754359295100e-03
3.803043400000000247e+02 2.635433711562363678e-03
3.803248700000000326e+02 2.651067832680580310e-03
3.803454100000000153e+02 2.658229828675772767e-03
3.803659499999999980e+02 2.656485010945806857e-03
3.803864900000000375e+02 2.691451726883201719e-03
3.804070000000000391e+02 2.704574029451138097e-03
3.804275400000000218e+02 2.689428405590034432e-03
3.804480700000000297e+02 2.702417531554305273e-03
3.804686100000000124e+02 2.741006325167037218e-03
3.804891499999999951e+02 2.758345793643015176e-03
3.805096900000000346e+02 2.763769622306807769e-03
3.805302300000000173e+02 2.770078664483519460e-03
3.805507299999999873e+02 2.786110859064343161e-03
3.805712700000000268e+02 2.812937792546539410e-03
3.805918100000000095e+02 2.803915279662833396e-03
3.806123499999999922e+02 2.809154678185128619e-03
3.806328900000000317e+02 2.840257342457941456e-03
3.806534000000000333e+02 2.857381531254730728e-03
3.806739300000000412e+02 2.872083864469028146e-03
3.806944700000000239e+02 2.869216222719292615e-03
3.807150100000000066e+02 2.882848499365679804e-03
3.807355200000000082e+02 2.904453327896897117e-03
3.807560599999999909e+02 2.917121185206239184e-03
3.807766000000000304e+02 2.922036772597052991e-03
3.807971300000000383e+02 2.948565041912449419e-03
3.808176400000000399e+02 2.981265773325874127e-03
3.808381800000000226e+02 2.987148480442568341e-03
3.808587200000000053e+02 2.983027839869945800e-03
3.808792300000000068e+02 3.015509987813278208e-03
3.808997600000000148e+02 3.046018910527801757e-03
3.809202999999999975e+02 3.062168806529892012e-03
3.809408099999999990e+02 3.063487927219513997e-03
3.809613500000000386e+02 3.075593750549199343e-03
3.809818900000000212e+02 3.096286887259201617e-03
3.810024000000000228e+02 3.107812681280433271e-03
3.810229300000000308e+02 3.112330866622242242e-03
3.810434700000000134e+02 3.154106354926606605e-03
3.810639800000000150e+02 3.171476754705711450e-03
3.810845199999999977e+02 3.184934882824140556e-03
3.811050299999999993e+02 3.181842621801612200e-03
3.811255600000000072e+02 3.214948350899271903e-03
3.811460999999999899e+02 3.247423066163099888e-03
3.811666099999999915e+02 3.238599872334100346e-03
3.811871500000000310e+02 3.244356954921722314e-03
3.812076600000000326e+02 3.292805673709310772e-03
3.812281900000000405e+02 3.302775542268581149e-03
3.812486999999999853e+02 3.314713049558604130e-03
3.812692400000000248e+02 3.296104987059613519e-03
3.812897500000000264e+02 3.354848807756136402e-03
3.813102900000000091e+02 3.389233593231005294e-03
3.813307900000000359e+02 3.384159892427114277e-03
3.813513300000000186e+02 3.394928515318145976e-03
3.813718400000000202e+02 3.453217067418565267e-03
3.813923800000000028e+02 3.466787492600716981e-03
3.814128900000000044e+02 3.524268974283078365e-03
3.814334299999999871e+02 3.548988885216816398e-03
3.814539300000000139e+02 3.619003083336952767e-03
3.814744699999999966e+02 3.699482540068416234e-03
3.814949799999999982e+02 3.728621249902255678e-03
3.815155200000000377e+02 3.742787817647366504e-03
3.815360300000000393e+02 3.743023049491170980e-03
3.815565300000000093e+02 3.753396070374593295e-03
3.815770699999999920e+02 3.717703524010746840e-03
3.815975799999999936e+02 3.685251917947469837e-03
3.816181200000000331e+02 3.645383530226318884e-03
3.816386300000000347e+02 3.652171626297577665e-03
3.816591300000000047e+02 3.649299483246631459e-03
3.816796699999999873e+02 3.672186318530630284e-03
3.817001799999999889e+02 3.650970184080892366e-03
3.817206899999999905e+02 3.651983281556925916e-03
3.817412300000000300e+02 3.680748649232764517e-03
3.817617300000000000e+02 3.707453522441465834e-03
3.817822400000000016e+02 3.733527495225174176e-03
3.818027800000000411e+02 3.725253863516469685e-03
3.818232899999999859e+02 3.737314535832376994e-03
3.818437999999999874e+02 3.757489583063743695e-03
3.818643299999999954e+02 3.797213363182365929e-03
3.818848399999999970e+02 3.797204437946160877e-03
3.819053499999999985e+02 3.799473371916035555e-03
3.819258900000000381e+02 3.800226304945054315e-03
3.819464000000000397e+02 3.835091566907005822e-03
3.819669000000000096e+02 3.859742582259326031e-03
3.819874100000000112e+02 3.879784774331072623e-03
3.820079499999999939e+02 3.878373430288027061e-03
3.820284599999999955e+02 3.884301075268816947e-03
3.820489600000000223e+02 3.891448337271825094e-03
3.820694700000000239e+02 3.928000548946280861e-03
3.820899800000000255e+02 3.940777547026297865e-03
3.821105200000000082e+02 3.933617456180694277e-03
3.821310300000000097e+02 3.974936503739840733e-03
3.821515300000000366e+02 4.004180358667805070e-03
3.821720400000000382e+02 4.045296253985574200e-03
3.821925500000000397e+02 4.071805929919137743e-03
3.822130600000000413e+02 4.072490345680065960e-03
3.822336000000000240e+02 4.082915077635521604e-03
3.822540999999999940e+02 4.132608355978260178e-03
3.822746099999999956e+02 4.208977826035321772e-03
3.822951199999999972e+02 4.250613318401249251e-03
3.823156299999999987e+02 4.252551712444897596e-03
3.823361400000000003e+02 4.323759141386782426e-03
3.823566400000000272e+02 4.393677331979007998e-03
3.823771500000000287e+02 4.522588239273452743e-03
3.823976600000000303e+02 4.624596956341519779e-03
3.824182000000000130e+02 4.736848447919840208e-03
3.824387000000000398e+02 4.917360380327203719e-03
3.824592100000000414e+02 5.160765828618785883e-03
3.824797199999999862e+02 5.485114673284543704e-03
3.825002299999999877e+02 5.851542325518568205e-03
3.825207399999999893e+02 6.285728103624664380e-03
3.825412400000000162e+02 6.711571928936152336e-03
3.825617500000000177e+02 7.133650726561114284e-03
3.825822600000000193e+02 7.470513898030479646e-03
3.826027700000000209e+02 7.678167205012948089e-03
3.826232800000000225e+02 7.762599684651641171e-03
3.826437799999999925e+02 7.724095969257478364e-03
3.826642899999999941e+02 7.536373514374037144e-03
3.826847999999999956e+02 7.354755613264421163e-03
3.827053099999999972e+02 7.074549465353205911e-03
3.827258100000000240e+02 6.845340493043691049e-03
3.827463200000000256e+02 6.646801431668095290e-03
3.827667999999999893e+02 6.451766837205402498e-03
3.827873099999999909e+02 6.328368282159761715e-03
3.828078100000000177e+02 6.242949109329396472e-03
3.828283200000000193e+02 6.186011002168614187e-03
3.828488300000000208e+02 6.159838482675423013e-03
3.828693400000000224e+02 6.164350961941663341e-03
3.828898500000000240e+02 6.165774198144438958e-03
3.829103499999999940e+02 6.194329309609255055e-03
3.829308599999999956e+02 6.231989145092258799e-03
3.829513400000000161e+02 6.293977609124072441e-03
3.829718500000000176e+02 6.364787567027783456e-03
3.829923499999999876e+02 6.464988707653701767e-03
3.830128599999999892e+02 6.545966352894051939e-03
3.830333699999999908e+02 6.683060574922934996e-03
3.830538799999999924e+02 6.802095417839276389e-03
3.830743600000000129e+02 6.953519465591631241e-03
3.830948600000000397e+02 7.152461576971214444e-03
3.831153700000000413e+02 7.315355663905957935e-03
3.831358799999999860e+02 7.506317036938123764e-03
3.831563899999999876e+02 7.749361627528405724e-03
3.831768600000000333e+02 7.996907042864171561e-03
3.831973700000000349e+02 8.262561520506835414e-03
3.832178800000000365e+02 8.555052504072511652e-03
3.832383900000000381e+02 8.877550447915709408e-03
3.832588600000000270e+02 9.174675000000000191e-03
3.832793700000000285e+02 9.512717989788766967e-03
3.832998800000000301e+02 9.844846390745889617e-03
3.833203599999999938e+02 1.015230484942316290e-02
3.833408699999999953e+02 1.049590281649124060e-02
3.833613700000000222e+02 1.077745541022592096e-02
3.833818499999999858e+02 1.105757634190534903e-02
3.834023599999999874e+02 1.132418493827365251e-02
3.834228699999999890e+02 1.155076530146857856e-02
3.834433400000000347e+02 1.168644959391997723e-02
3.834638500000000363e+02 1.180862608464818171e-02
3.834843600000000379e+02 1.192434938499078827e-02
3.835048400000000015e+02 1.204814481893479346e-02
3.835253400000000283e+02 1.216071472581639092e-02
3.835458500000000299e+02 1.219574550995428802e-02
3.835663299999999936e+02 1.216010270643078962e-02
3.835868399999999951e+02 1.213380133659873288e-02
3.836073100000000409e+02 1.210156363215272347e-02
3.836278199999999856e+02 1.207753186290695495e-02
3.836483299999999872e+02 1.210701730651840557e-02
3.836688100000000077e+02 1.204195488845549375e-02
3.836893200000000093e+02 1.205389003176274981e-02
3.837097899999999981e+02 1.201193814653576421e-02
3.837302999999999997e+02 1.203953422631276644e-02
3.837507800000000202e+02 1.203895293972838745e-02
3.837712900000000218e+02 1.205896970442340080e-02
3.837917600000000107e+02 1.213540582786251654e-02
3.838122700000000123e+02 1.214630876011335049e-02
3.838327500000000327e+02 1.218238045157261570e-02
3.838532600000000343e+02 1.223231367263582711e-02
3.838737300000000232e+02 1.231023754474019904e-02
3.838942400000000248e+02 1.241225314625571050e-02
3.839147199999999884e+02 1.251773892066201065e-02
3.839352299999999900e+02 1.268178191336599182e-02
3.839557000000000357e+02 1.273863330598851498e-02
3.839762100000000373e+02 1.284582273707338303e-02
3.839966900000000010e+02 1.301150751301273327e-02
3.840171700000000214e+02 1.321707976869130295e-02
3.840376699999999914e+02 1.338832799980357174e-02
3.840581500000000119e+02 1.363508912575771628e-02
3.840786600000000135e+02 1.385527402531479615e-02
3.840991400000000340e+02 1.407701257449735059e-02
3.841196100000000229e+02 1.426958607944788827e-02
3.841401200000000244e+02 1.455366707792366855e-02
3.841605999999999881e+02 1.484692497777632784e-02
3.841810800000000086e+02 1.522232985768059293e-02
3.842015800000000354e+02 1.560552597646367411e-02
3.842220599999999990e+02 1.596346468255911005e-02
3.842425400000000195e+02 1.633893567356101140e-02
3.842630500000000211e+02 1.673283960673471044e-02
3.842835200000000100e+02 1.709596344324254211e-02
3.843040000000000305e+02 1.758237358909114575e-02
3.843245100000000321e+02 1.810596657463528145e-02
3.843449899999999957e+02 1.866873246341523365e-02
3.843654600000000414e+02 1.917551802188284527e-02
3.843859699999999862e+02 1.974486788883089705e-02
3.844064500000000066e+02 2.028660110572924613e-02
3.844269300000000271e+02 2.072170473973004162e-02
3.844474000000000160e+02 2.125959159774573962e-02
3.844679100000000176e+02 2.174089855873129543e-02
3.844883900000000381e+02 2.228001495545874414e-02
3.845088600000000270e+02 2.278951413312492458e-02
3.845293399999999906e+02 2.331559031026991108e-02
3.845498200000000111e+02 2.377648017868934024e-02
3.845703300000000127e+02 2.415541302203490573e-02
3.845908000000000015e+02 2.445931657226681905e-02
3.846112800000000220e+02 2.472843931862516928e-02
3.846317599999999857e+02 2.491421746695067843e-02
3.846522400000000061e+02 2.509230085769411853e-02
3.846727099999999950e+02 2.527502771205393864e-02
3.846932199999999966e+02 2.544463040717100111e-02
3.847137000000000171e+02 2.562750894925247547e-02
3.847341800000000376e+02 2.570321826785946021e-02
3.847546500000000265e+02 2.576271230432314319e-02
3.847751299999999901e+02 2.575835520077799159e-02
3.847956100000000106e+02 2.584698890302918051e-02
3.848160900000000311e+02 2.591907681340224409e-02
3.848365600000000200e+02 2.595173436398551248e-02
3.848570400000000404e+02 2.611552384431186508e-02
3.848775200000000041e+02 2.626608715399151098e-02
3.848980200000000309e+02 2.636249995952138353e-02
3.849184999999999945e+02 2.654036452437170263e-02
3.849389800000000150e+02 2.663802268938842560e-02
3.849594600000000355e+02 2.688084057431146603e-02
3.849799300000000244e+02 2.712518696952551100e-02
3.850004099999999880e+02 2.733946651798341287e-02
3.850208900000000085e+02 2.776330168784893818e-02
3.850413700000000290e+02 2.820378343012689901e-02
3.850618400000000179e+02 2.867795663133403117e-02
3.850823200000000384e+02 2.919717556697621480e-02
3.851028000000000020e+02 2.970804120717334892e-02
3.851232800000000225e+02 3.038836144539494230e-02
3.851437500000000114e+02 3.107232323557847925e-02
3.851641999999999939e+02 3.183758670903898136e-02
3.851846800000000144e+02 3.288442912593213252e-02
3.852051500000000033e+02 3.376693868666102299e-02
3.852256300000000238e+02 3.514886230724059007e-02
3.852461099999999874e+02 3.664491908448495872e-02
3.852665900000000079e+02 3.835588233875440040e-02
3.852870599999999968e+02 3.890746272018016233e-02
3.853075400000000172e+02 3.919521826815686172e-02
3.853280200000000377e+02 3.944351639522083314e-02
3.853484900000000266e+02 3.957525573489203280e-02
3.853689699999999903e+02 3.969965158468895250e-02
3.853894200000000296e+02 3.977164355422697223e-02
3.854098999999999933e+02 3.990909867127163946e-02
3.854303700000000390e+02 4.000769152081835173e-02
3.854508500000000026e+02 4.015611082220605504e-02
3.854713300000000231e+02 4.025094063050087961e-02
3.854918099999999868e+02 4.026324083907597412e-02
3.855122499999999945e+02 4.036279395314647939e-02
3.855327300000000150e+02 4.030909421126839531e-02
3.855532100000000355e+02 4.033485094764660550e-02
3.855736800000000244e+02 4.051514359146273642e-02
3.855941300000000069e+02 4.056140155444548645e-02
3.856146100000000274e+02 4.047142082282859793e-02
3.856350899999999911e+02 4.053337257959300360e-02
3.856555600000000368e+02 4.050009400705052720e-02
3.856760100000000193e+02 4.052572453531009394e-02
3.856964900000000398e+02 4.051484110312245090e-02
3.857169600000000287e+02 4.060932542612396418e-02
3.857374399999999923e+02 4.055019753829582074e-02
3.857578900000000317e+02 4.057845688398909606e-02
3.857783699999999953e+02 4.064033286837433895e-02
3.857988400000000411e+02 4.054738400758533395e-02
3.858192900000000236e+02 4.058503320263091158e-02
3.858397699999999872e+02 4.061537393778901633e-02
3.858602400000000330e+02 4.059475306302891967e-02
3.858806900000000155e+02 4.060363811448236548e-02
3.859011700000000360e+02 4.064110459193746167e-02
3.859216499999999996e+02 4.065730667803622855e-02
3.859420900000000074e+02 4.065401262626263529e-02
3.859625700000000279e+02 4.068802854030844490e-02
3.859830200000000104e+02 4.069376465945861304e-02
3.860034899999999993e+02 4.072811164523589683e-02
3.860239700000000198e+02 4.064323663737440251e-02
3.860444200000000023e+02 4.059823444329152542e-02
3.860649000000000228e+02 4.064561105341012170e-02
3.860853400000000306e+02 4.059322240553066979e-02
3.861058199999999943e+02 4.064071365666478697e-02
3.861262700000000336e+02 4.066052322426930848e-02
3.861467400000000225e+02 4.066865150073523116e-02
3.861672199999999862e+02 4.067055652529445731e-02
3.861876700000000255e+02 4.075307858233746805e-02
3.862081400000000144e+02 4.077155907545031155e-02
3.862285899999999970e+02 4.074259643823548160e-02
3.862490700000000174e+02 4.075446350344871099e-02
3.862695200000000000e+02 4.068458120731610617e-02
3.862899899999999889e+02 4.065714653218406582e-02
3.863104400000000282e+02 4.066406368127989390e-02
3.863308900000000108e+02 4.063696517568880784e-02
3.863513599999999997e+02 4.071135698260037322e-02
3.863718100000000391e+02 4.073394080666807582e-02
3.863922900000000027e+02 4.074960270100502074e-02
3.864127300000000105e+02 4.078195389750638444e-02
3.864332100000000310e+02 4.077764866647818481e-02
3.864536600000000135e+02 4.077377690556558548e-02
3.864741099999999960e+02 4.076511041009463904e-02
3.864945800000000418e+02 4.080208721322802629e-02
3.865150300000000243e+02 4.081951172764835406e-02
3.865355099999999879e+02 4.078988246371124948e-02
3.865559499999999957e+02 4.072368921237572159e-02
3.865764000000000351e+02 4.066633593994369716e-02
3.865968799999999987e+02 4.057213813120279233e-02
3.866173200000000065e+02 4.059690100385617700e-02
3.866377699999999891e+02 4.062255811955800544e-02
3.866582500000000095e+02 4.060511305189382081e-02
3.866786999999999921e+02 4.053152620015893631e-02
3.866991399999999999e+02 4.048797572645583542e-02
3.867196200000000204e+02 4.050536756979741110e-02
3.867400700000000029e+02 4.052946063776782099e-02
3.867605100000000107e+02 4.049817833829971736e-02
3.867809599999999932e+02 4.050936078175084581e-02
3.868014400000000137e+02 4.054385069374152883e-02
3.868218800000000215e+02 4.054950484718708448e-02
3.868423300000000040e+02 4.059182040612775710e-02
3.868627799999999866e+02 4.040611713968803725e-02
3.868832500000000323e+02 4.043442044563792803e-02
3.869037000000000148e+02 4.039249482554128218e-02
3.869241499999999974e+02 4.032502194255462719e-02
3.869445900000000051e+02 4.033394548818342723e-02
3.869650700000000256e+02 4.029486484814746861e-02
3.869855200000000082e+02 4.030518284857200623e-02
3.870059699999999907e+02 4.022409703254479357e-02
3.870264099999999985e+02 4.022499660514782666e-02
3.870468600000000379e+02 4.026654617636381966e-02
3.870673100000000204e+02 4.025509941547562170e-02
3.870877800000000093e+02 4.022484509041535788e-02
3.871082299999999918e+02 4.031613355081593852e-02
3.871286800000000312e+02 4.033100520426548957e-02
3.871491200000000390e+02 4.028504905065736358e-02
3.871695700000000215e+02 4.020548679798018749e-02
3.871900200000000041e+02 4.017670338134483876e-02
3.872104600000000119e+02 4.017836095877750507e-02
3.872309099999999944e+02 4.016409788993156871e-02
3.872513600000000338e+02 4.013213573038548754e-02
3.872718000000000416e+02 4.010459535083943372e-02
3.872922800000000052e+02 4.017779300891020922e-02
3.873127299999999877e+02 4.018787918925578739e-02
3.873331800000000271e+02 4.000306781856789035e-02
3.873536200000000349e+02 4.001319590475095611e-02
3.873740700000000174e+02 4.001685692378469800e-02
3.873945200000000000e+02 4.003338467202552375e-02
3.874149600000000078e+02 4.003145598601002414e-02
3.874354099999999903e+02 3.994558697265820219e-02
3.874558600000000297e+02 3.996815363293183127e-02
3.874763000000000375e+02 4.003277559251336437e-02
3.874967500000000200e+02 3.985064570294611502e-02
3.875172000000000025e+02 3.983298676128342597e-02
3.875376400000000103e+02 3.981224548934678836e-02
3.875580899999999929e+02 3.988377331968403355e-02
3.875785099999999943e+02 3.986757743295254314e-02
3.875989500000000021e+02 3.984107532297079951e-02
3.876194000000000415e+02 3.981324039048200064e-02
3.876398500000000240e+02 3.978244360300784571e-02
3.876602900000000318e+02 3.973627256887643511e-02
3.876807400000000143e+02 3.958358409192545835e-02
3.877011899999999969e+02 3.960535181786466880e-02
3.877216300000000047e+02 3.955011110017191828e-02
3.877420799999999872e+02 3.959480647068634035e-02
3.877624999999999886e+02 3.959162139830347399e-02
3.877829399999999964e+02 3.958559288252991304e-02
3.878033900000000358e+02 3.955889475318224990e-02
3.878238400000000183e+02 3.944961702577580442e-02
3.878442800000000261e+02 3.934709493713796358e-02
3.878647300000000087e+02 3.936202043646008786e-02
3.878851500000000101e+02 3.937676647248118667e-02
3.879055900000000179e+02 3.932745381453543049e-02
3.879260400000000004e+02 3.928014526425010339e-02
3.879464900000000398e+02 3.930615253816463484e-02
3.879669299999999907e+02 3.931805109296812595e-02
3.879873499999999922e+02 3.917181255950283325e-02
3.880078000000000316e+02 3.914109812734082455e-02
3.880282400000000393e+02 3.925115518341906751e-02
3.880486900000000219e+02 3.931057699684837453e-02
3.880691100000000233e+02 3.925682434513480534e-02
3.880895500000000311e+02 3.926621513584997031e-02
3.881100000000000136e+02 3.926135585071218598e-02
3.881304200000000151e+02 3.928271470767288193e-02
3.881508600000000229e+02 3.909854884681274872e-02
3.881713100000000054e+02 3.898673372083480415e-02
3.881917599999999879e+02 3.895688294264525869e-02
3.882121700000000146e+02 3.898597125146390646e-02
3.882326199999999972e+02 3.890167899397276030e-02
3.882530700000000365e+02 3.897265014612035644e-02
3.882734800000000064e+02 3.887402976194903603e-02
3.882939299999999889e+02 3.886832765621978797e-02
3.883143499999999904e+02 3.877168010084906802e-02
3.883347899999999981e+02 3.873432777872454214e-02
3.883552400000000375e+02 3.872903004927934212e-02
3.883756600000000390e+02 3.877492802100407365e-02
3.883960999999999899e+02 3.876587954380293632e-02
3.884165199999999913e+02 3.876652945624935870e-02
3.884369700000000307e+02 3.877309722963754451e-02
3.884574100000000385e+02 3.888583628305421896e-02
3.884778300000000399e+02 3.888682627963001986e-02
3.884982800000000225e+02 3.889703395126015845e-02
3.885186899999999923e+02 3.904683746901968511e-02
3.885391400000000317e+02 3.889179387638234953e-02
3.885595500000000015e+02 3.882421029182446526e-02
3.885800000000000409e+02 3.883616332957044726e-02
3.886004199999999855e+02 3.875156979242292549e-02
3.886208599999999933e+02 3.870357410284868543e-02
3.886412799999999947e+02 3.869352492008997640e-02
3.886617300000000341e+02 3.864979730578524397e-02
3.886821400000000040e+02 3.866354573012939499e-02
3.887025899999999865e+02 3.867429961405948607e-02
3.887230099999999879e+02 3.860887789534308417e-02
3.887434499999999957e+02 3.863565081873979179e-02
3.887638699999999972e+02 3.865262128175195322e-02
3.887842899999999986e+02 3.859686295345199358e-02
3.888047300000000064e+02 3.857088581835341895e-02
3.888251500000000078e+02 3.853944613117169654e-02
3.888455999999999904e+02 3.858173291055232157e-02
3.888660100000000170e+02 3.863159973122447244e-02
3.888864300000000185e+02 3.855587103430486995e-02
3.889068800000000010e+02 3.853341484793353089e-02
3.889272900000000277e+02 3.856839416219883659e-02
3.889477100000000291e+02 3.857263089603514550e-02
3.889681500000000369e+02 3.847863804872307669e-02
3.889885700000000384e+02 3.850500272319128808e-02
3.890089900000000398e+02 3.845599000367511816e-02
3.890294299999999907e+02 3.848245397509543475e-02
3.890498499999999922e+02 3.841401478935812380e-02
3.890702699999999936e+02 3.839807627647468663e-02
3.890907100000000014e+02 3.843461635072308036e-02
3.891111300000000028e+02 3.833667633954742499e-02
3.891315500000000043e+02 3.841181837536247062e-02
3.891519900000000121e+02 3.835012042364496776e-02
3.891724100000000135e+02 3.828054593728743432e-02
3.891928200000000402e+02 3.826246049215693834e-02
3.892132400000000416e+02 3.821658753925936264e-02
3.892336900000000242e+02 3.813432702257590901e-02
3.892540999999999940e+02 3.817699121501327841e-02
3.892745199999999954e+02 3.810947477262963123e-02
3.892949399999999969e+02 3.804935540867743909e-02
3.893153500000000236e+02 3.798155235364570476e-02
3.893358000000000061e+02 3.801400140917708670e-02
3.893562200000000075e+02 3.803850497179740719e-02
3.893766300000000342e+02 3.796974591151161538e-02
3.893970500000000357e+02 3.796027907921265682e-02
3.894174600000000055e+02 3.803138072881084852e-02
3.894378800000000069e+02 3.794236009714721525e-02
3.894583000000000084e+02 3.792712972894622669e-02
3.894787400000000162e+02 3.786374262067369184e-02
3.894991600000000176e+02 3.783963154165401882e-02
3.895195800000000190e+02 3.788380286279024317e-02
3.895399899999999889e+02 3.779291103017690112e-02
3.895604099999999903e+02 3.777030112787651411e-02
3.895808299999999917e+02 3.775763610914705665e-02
3.896012400000000184e+02 3.772126024198837330e-02
3.896216600000000199e+02 3.773199558858510161e-02
3.896420699999999897e+02 3.767729691594436103e-02
3.896624899999999911e+02 3.767925550597379936e-02
3.896829099999999926e+02 3.768547074029536537e-02
3.897033200000000193e+02 3.765004812291845165e-02
3.897237400000000207e+02 3.766447014125248738e-02
3.897441600000000221e+02 3.769705610370903404e-02
3.897645699999999920e+02 3.763311763309864361e-02
3.897849899999999934e+02 3.756519511460022775e-02
3.898054000000000201e+02 3.752093644046535642e-02
3.898258200000000215e+02 3.749589814138114263e-02
3.898462400000000230e+02 3.749405470462653656e-02
3.898666499999999928e+02 3.744484309810573036e-02
3.898870699999999943e+02 3.750442904342466549e-02
3.899074899999999957e+02 3.755353858513980903e-02
3.899279000000000224e+02 3.750712326411281827e-02
3.899483200000000238e+02 3.749618271406882086e-02
3.899687299999999937e+02 3.744901974813966139e-02
3.899891499999999951e+02 3.748265330087355296e-02
3.900095699999999965e+02 3.745286108766256866e-02
3.900299800000000232e+02 3.737507999628754407e-02
3.900504000000000246e+02 3.736984917162169961e-02
3.900707800000000134e+02 3.740900673990264769e-02
3.900912000000000148e+02 3.743207270075289000e-02
3.901116200000000163e+02 3.739708992705527424e-02
3.901320299999999861e+02 3.732529430226254330e-02
3.901524499999999875e+02 3.738193659860059720e-02
3.901728699999999890e+02 3.737188670488865438e-02
3.901932500000000346e+02 3.728131346429054693e-02
3.902136700000000360e+02 3.727838766181056779e-02
3.902340800000000058e+02 3.728237643506252669e-02
3.902545000000000073e+02 3.727341402979123669e-02
3.902749200000000087e+02 3.716655559420454363e-02
3.902952999999999975e+02 3.719687180689675715e-02
3.903157199999999989e+02 3.719757410407253245e-02
3.903361400000000003e+02 3.716854349909488181e-02
3.903565500000000270e+02 3.722654342230629493e-02
3.903769399999999905e+02 3.712896674491671101e-02
3.903973500000000172e+02 3.711595800636568326e-02
3.904177700000000186e+02 3.712404542520517103e-02
3.904381900000000201e+02 3.702826360010184198e-02
3.904585700000000088e+02 3.702424262137432587e-02
3.904789900000000102e+02 3.697123623754404453e-02
3.904994000000000369e+02 3.694940351174344495e-02
3.905197900000000004e+02 3.696386443693042839e-02
3.905402100000000019e+02 3.693941126261806457e-02
3.905606200000000285e+02 3.697085406840455724e-02
3.905810099999999920e+02 3.695459105379440834e-02
3.906014200000000187e+02 3.686134719112200975e-02
3.906218400000000202e+02 3.682026314864170896e-02
3.906422300000000405e+02 3.684974317466796490e-02
3.906626400000000103e+02 3.686106877323420267e-02
3.906830300000000307e+02 3.685128883069710426e-02
3.907034400000000005e+02 3.678233180895379428e-02
3.907238600000000019e+02 3.675709912945802210e-02
3.907442500000000223e+02 3.666891399830475573e-02
3.907646599999999921e+02 3.667124515826265113e-02
3.907850500000000125e+02 3.670691512258046629e-02
3.908054700000000139e+02 3.666960818099041647e-02
3.908258500000000026e+02 3.669073698520703558e-02
3.908462700000000041e+02 3.662923076923076809e-02
3.908666800000000308e+02 3.657961007924196567e-02
3.908870699999999943e+02 3.657224587345734440e-02
3.909074899999999957e+02 3.651167232923350353e-02
3.909278700000000413e+02 3.649670039398904969e-02
3.909482899999999859e+02 3.650622708782505499e-02
