Date and Time:                Thu Apr 7 14:09:49.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	31771
290.25275	30331
290.26236	30484
290.27197	30633
290.28159	30646
290.2912	30524
290.30084	30129
290.31046	30276
290.32007	30710
290.32968	30610
290.33929	30520
290.34891	30336
290.35852	30293
290.36813	30320
290.37775	30194
290.38736	30051
290.39697	30296
290.40659	30769
290.4162	30835
290.42581	30614
290.43542	30285
290.44504	30180
290.45465	30064
290.46426	30043
290.47388	29792
290.48349	29660
290.4931	29944
290.50272	29940
290.51233	29822
290.52194	29807
290.53156	29780
290.54117	29822
290.55078	29800
290.56039	29833
290.57001	29796
290.57962	29597
290.58923	29485
290.59885	29527
290.60846	29604
290.61807	29528
290.62769	29471
290.6373	29734
290.64691	30082
290.65652	30183
290.66611	29976
290.67572	29854
290.68533	29802
290.69495	29731
290.70456	29931
290.71417	29983
290.72379	30366
290.7334	30533
290.74301	30392
290.75259	30419
290.76221	30339
290.77182	30306
290.78143	30495
290.79105	30494
290.80066	30567
290.81027	30663
290.81985	30470
290.82947	30449
290.83908	30484
290.84869	30492
290.85831	30241
290.86789	30215
290.8775	30321
290.88712	30224
290.89673	30187
290.90634	30168
290.91592	30430
290.92554	30470
290.93515	30584
290.94476	30756
290.95435	30872
290.96396	30866
290.97357	30851
290.98318	30950
290.99277	30919
291.00238	30822
291.01199	30913
291.02161	30898
291.03119	31150
291.0408	31008
291.05042	30885
291.06003	31110
291.06961	31313
291.07922	31463
291.08884	31463
291.09842	31621
291.10803	31655
291.11765	31595
291.12723	31591
291.13684	31729
291.14645	32048
291.15604	32113
291.16565	32050
291.17526	32038
291.18484	31974
291.19446	31816
291.20407	31713
291.21365	31779
291.22327	31862
291.23285	31700
291.24246	31557
291.25208	31361
291.26166	31218
291.27127	31106
291.28085	31031
291.29047	31329
291.30008	31632
291.30966	31658
291.31927	31626
291.32886	31398
291.33847	31261
291.34805	31396
291.35767	31546
