Date and Time:                Thu Apr 7 14:17:57.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	307
290.25275	304
290.26236	309
290.27197	307
290.28159	304
290.2912	309
290.30084	306
290.31046	315
290.32007	306
290.32968	306
290.33929	307
290.34891	303
290.35852	300
290.36813	301
290.37775	309
290.38736	310
290.39697	302
290.40659	309
290.4162	305
290.42581	305
290.43542	303
290.44504	304
290.45465	311
290.46426	312
290.47388	312
290.48349	306
290.4931	302
290.50272	304
290.51233	301
290.52194	305
290.53156	305
290.54117	305
290.55078	308
290.56039	304
290.57001	302
290.57962	311
290.58923	302
290.59885	304
290.60846	301
290.61807	310
290.62769	305
290.6373	307
290.64691	312
290.65652	308
290.66611	301
290.67572	303
290.68533	305
290.69495	306
290.70456	305
290.71417	308
290.72379	305
290.7334	307
290.74301	300
290.75259	304
290.76221	306
290.77182	306
290.78143	306
290.79105	305
290.80066	307
290.81027	302
290.81985	309
290.82947	303
290.83908	309
290.84869	301
290.85831	304
290.86789	305
290.8775	303
290.88712	300
290.89673	311
290.90634	305
290.91592	306
290.92554	302
290.93515	305
290.94476	309
290.95435	310
290.96396	306
290.97357	309
290.98318	305
290.99277	308
291.00238	304
291.01199	306
291.02161	307
291.03119	312
291.0408	311
291.05042	307
291.06003	308
291.06961	305
291.07922	299
291.08884	306
291.09842	307
291.10803	302
291.11765	303
291.12723	311
291.13684	305
291.14645	311
291.15604	307
291.16565	305
291.17526	307
291.18484	304
291.19446	306
291.20407	301
291.21365	304
291.22327	307
291.23285	309
291.24246	307
291.25208	302
291.26166	306
291.27127	299
291.28085	310
291.29047	308
291.30008	305
291.30966	306
291.31927	306
291.32886	303
291.33847	306
291.34805	307
291.35767	308
291.36728	312
291.37686	308
291.38647	302
291.39606	306
291.40567	306
291.41525	307
291.42487	304
291.43445	307
291.44406	302
291.45364	309
291.46326	308
291.47284	307
291.48245	301
291.49203	299
291.50165	307
291.51123	303
