Date and Time:                Thu Apr 7 14:09:15.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	304
290.25275	309
290.26236	308
290.27197	312
290.28159	308
290.2912	303
290.30084	308
290.31046	306
290.32007	308
290.32968	310
290.33929	306
290.34891	305
290.35852	312
290.36813	306
290.37775	311
290.38736	305
290.39697	300
290.40659	312
290.4162	311
290.42581	302
290.43542	303
290.44504	308
290.45465	303
290.46426	311
290.47388	310
290.48349	305
290.4931	302
290.50272	301
290.51233	313
290.52194	307
290.53156	309
290.54117	311
290.55078	300
290.56039	307
290.57001	310
290.57962	308
290.58923	306
290.59885	308
290.60846	309
290.61807	307
290.62769	309
290.6373	309
290.64691	307
290.65652	309
290.66611	305
290.67572	314
290.68533	308
290.69495	309
290.70456	307
290.71417	303
290.72379	305
290.7334	314
290.74301	300
290.75259	309
290.76221	307
290.77182	306
290.78143	309
290.79105	303
290.80066	310
290.81027	310
290.81985	310
290.82947	306
290.83908	309
290.84869	307
290.85831	312
290.86789	310
290.8775	312
290.88712	313
290.89673	314
290.90634	304
290.91592	306
290.92554	302
290.93515	310
290.94476	315
290.95435	310
290.96396	305
290.97357	312
290.98318	308
290.99277	310
291.00238	307
291.01199	310
291.02161	308
291.03119	305
291.0408	309
291.05042	315
291.06003	310
291.06961	304
291.07922	311
291.08884	309
291.09842	302
291.10803	298
291.11765	310
291.12723	307
291.13684	306
291.14645	307
291.15604	309
291.16565	303
291.17526	305
291.18484	304
291.19446	306
291.20407	307
291.21365	308
291.22327	306
291.23285	301
291.24246	307
291.25208	305
291.26166	309
291.27127	314
291.28085	309
291.29047	310
291.30008	307
291.30966	309
291.31927	303
291.32886	308
291.33847	309
291.34805	303
291.35767	308
291.36728	304
291.37686	304
291.38647	301
291.39606	303
291.40567	309
291.41525	311
291.42487	307
291.43445	305
291.44406	310
291.45364	308
291.46326	309
291.47284	312
291.48245	304
291.49203	310
291.50165	308
291.51123	303
