Date and Time:                Thu Apr 7 14:17:50.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	307
290.25275	304
290.26236	312
290.27197	310
290.28159	307
290.2912	307
290.30084	307
290.31046	299
290.32007	311
290.32968	310
290.33929	310
290.34891	308
290.35852	303
290.36813	309
290.37775	307
290.38736	307
290.39697	310
290.40659	316
290.4162	311
290.42581	308
290.43542	310
290.44504	302
290.45465	304
290.46426	301
290.47388	310
290.48349	312
290.4931	306
290.50272	305
290.51233	301
290.52194	306
290.53156	299
290.54117	307
290.55078	310
290.56039	300
290.57001	308
290.57962	314
290.58923	301
290.59885	305
290.60846	305
290.61807	302
290.62769	306
290.6373	305
290.64691	303
290.65652	305
290.66611	306
290.67572	300
290.68533	309
290.69495	312
290.70456	309
290.71417	306
290.72379	309
290.7334	309
290.74301	306
290.75259	304
290.76221	304
290.77182	306
290.78143	307
290.79105	300
290.80066	307
290.81027	306
290.81985	311
290.82947	306
290.83908	307
290.84869	308
290.85831	306
290.86789	303
290.8775	305
290.88712	311
290.89673	310
290.90634	303
290.91592	304
290.92554	306
290.93515	300
290.94476	299
290.95435	306
290.96396	300
290.97357	300
290.98318	303
290.99277	303
291.00238	307
291.01199	303
291.02161	313
291.03119	310
291.0408	303
291.05042	308
291.06003	310
291.06961	302
291.07922	304
291.08884	308
291.09842	309
291.10803	302
291.11765	301
291.12723	300
291.13684	303
291.14645	309
291.15604	304
291.16565	303
291.17526	303
291.18484	305
291.19446	306
291.20407	308
291.21365	304
291.22327	306
291.23285	302
291.24246	306
291.25208	308
291.26166	305
291.27127	313
291.28085	310
291.29047	305
291.30008	302
291.30966	303
291.31927	303
291.32886	301
291.33847	301
291.34805	306
291.35767	301
291.36728	295
291.37686	299
291.38647	306
291.39606	306
291.40567	302
291.41525	303
291.42487	310
291.43445	307
291.44406	310
291.45364	302
291.46326	303
291.47284	307
291.48245	295
291.49203	307
291.50165	310
291.51123	305
