Date and Time:                Thu Apr 7 14:12:36.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	311
290.25275	312
290.26236	307
290.27197	312
290.28159	306
290.2912	305
290.30084	310
290.31046	318
290.32007	304
290.32968	304
290.33929	308
290.34891	302
290.35852	309
290.36813	300
290.37775	311
290.38736	311
290.39697	311
290.40659	314
290.4162	305
290.42581	313
290.43542	307
290.44504	312
290.45465	308
290.46426	307
290.47388	309
290.48349	304
290.4931	302
290.50272	303
290.51233	306
290.52194	314
290.53156	303
290.54117	303
290.55078	309
290.56039	312
290.57001	306
290.57962	305
290.58923	309
290.59885	313
290.60846	313
290.61807	305
290.62769	308
290.6373	311
290.64691	315
290.65652	306
290.66611	313
290.67572	312
290.68533	310
290.69495	309
290.70456	310
290.71417	313
290.72379	317
290.7334	309
290.74301	304
290.75259	311
290.76221	311
290.77182	308
290.78143	304
290.79105	303
290.80066	309
290.81027	307
290.81985	306
290.82947	307
290.83908	311
290.84869	308
290.85831	306
290.86789	300
290.8775	311
290.88712	308
290.89673	305
290.90634	314
290.91592	304
290.92554	307
290.93515	310
290.94476	309
290.95435	307
290.96396	304
290.97357	310
290.98318	310
290.99277	308
291.00238	306
291.01199	305
291.02161	311
291.03119	309
291.0408	302
291.05042	307
291.06003	306
291.06961	306
291.07922	309
291.08884	311
291.09842	309
291.10803	306
291.11765	306
291.12723	309
291.13684	298
291.14645	314
291.15604	306
291.16565	315
291.17526	307
291.18484	312
291.19446	310
291.20407	307
291.21365	307
291.22327	305
291.23285	309
291.24246	307
291.25208	307
291.26166	303
291.27127	303
291.28085	301
291.29047	310
291.30008	306
291.30966	302
291.31927	307
291.32886	313
291.33847	310
291.34805	314
291.35767	304
291.36728	312
291.37686	312
291.38647	314
291.39606	308
291.40567	312
291.41525	305
291.42487	310
291.43445	302
291.44406	312
291.45364	304
291.46326	303
291.47284	301
291.48245	310
291.49203	309
291.50165	313
291.51123	304
