Date and Time:                Thu Apr 7 14:11:25.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	307
290.25275	312
290.26236	305
290.27197	304
290.28159	304
290.2912	310
290.30084	310
290.31046	307
290.32007	304
290.32968	300
290.33929	307
290.34891	308
290.35852	308
290.36813	310
290.37775	306
290.38736	310
290.39697	310
290.40659	310
290.4162	311
290.42581	313
290.43542	308
290.44504	306
290.45465	307
290.46426	303
290.47388	308
290.48349	306
290.4931	308
290.50272	313
290.51233	302
290.52194	308
290.53156	314
290.54117	309
290.55078	299
290.56039	315
290.57001	309
290.57962	309
290.58923	306
290.59885	309
290.60846	310
290.61807	308
290.62769	308
290.6373	310
290.64691	304
290.65652	305
290.66611	309
290.67572	314
290.68533	303
290.69495	312
290.70456	302
290.71417	306
290.72379	312
290.7334	315
290.74301	309
290.75259	309
290.76221	306
290.77182	309
290.78143	303
290.79105	310
290.80066	307
290.81027	314
290.81985	303
290.82947	311
290.83908	311
290.84869	311
290.85831	306
290.86789	311
290.8775	319
290.88712	307
290.89673	309
290.90634	303
290.91592	314
290.92554	301
290.93515	309
290.94476	308
290.95435	307
290.96396	316
290.97357	307
290.98318	302
290.99277	309
291.00238	307
291.01199	303
291.02161	308
291.03119	307
291.0408	308
291.05042	313
291.06003	311
291.06961	306
291.07922	301
291.08884	310
291.09842	311
291.10803	311
291.11765	307
291.12723	310
291.13684	314
291.14645	307
291.15604	305
291.16565	306
291.17526	304
291.18484	310
291.19446	309
291.20407	305
291.21365	306
291.22327	309
291.23285	314
291.24246	303
291.25208	316
291.26166	313
291.27127	304
291.28085	312
291.29047	311
291.30008	310
291.30966	304
291.31927	308
291.32886	304
291.33847	304
291.34805	316
291.35767	305
291.36728	313
291.37686	306
291.38647	311
291.39606	306
291.40567	305
291.41525	301
291.42487	302
291.43445	313
291.44406	306
291.45364	307
291.46326	306
291.47284	305
291.48245	311
291.49203	311
291.50165	309
291.51123	311
